,fpr,tpr,trial
9676,0.002,0.091,prospective
9677,0.002,0.091,prospective
9678,0.002,0.091,prospective
9679,0.002,0.091,prospective
9680,0.002,0.091,prospective
9681,0.002,0.091,prospective
9682,0.002,0.092,prospective
9683,0.003,0.092,prospective
9684,0.003,0.093,prospective
9685,0.003,0.093,prospective
9686,0.003,0.094,prospective
9687,0.003,0.094,prospective
9688,0.003,0.095,prospective
9689,0.003,0.095,prospective
9690,0.003,0.096,prospective
9691,0.003,0.096,prospective
9692,0.003,0.097,prospective
9693,0.003,0.097,prospective
9694,0.003,0.098,prospective
9695,0.003,0.098,prospective
9696,0.003,0.098,prospective
9697,0.003,0.098,prospective
9698,0.003,0.098,prospective
9699,0.003,0.098,prospective
9700,0.003,0.099,prospective
9701,0.003,0.099,prospective
9702,0.003,0.099,prospective
9703,0.003,0.099,prospective
9704,0.003,0.099,prospective
9705,0.003,0.099,prospective
9706,0.003,0.1,prospective
9707,0.003,0.1,prospective
9708,0.003,0.101,prospective
9709,0.003,0.101,prospective
9710,0.003,0.101,prospective
9711,0.003,0.101,prospective
9712,0.003,0.102,prospective
9713,0.004,0.102,prospective
9714,0.004,0.102,prospective
9715,0.004,0.102,prospective
9716,0.004,0.102,prospective
9717,0.004,0.102,prospective
9718,0.004,0.103,prospective
9719,0.004,0.103,prospective
9720,0.004,0.103,prospective
9721,0.004,0.103,prospective
9722,0.004,0.104,prospective
9723,0.004,0.104,prospective
9724,0.004,0.105,prospective
9725,0.004,0.105,prospective
9726,0.004,0.106,prospective
9727,0.004,0.106,prospective
9728,0.004,0.107,prospective
9729,0.004,0.107,prospective
9730,0.004,0.107,prospective
9731,0.004,0.107,prospective
9732,0.004,0.107,prospective
9733,0.004,0.107,prospective
9734,0.004,0.108,prospective
9735,0.004,0.108,prospective
9736,0.004,0.108,prospective
9737,0.004,0.108,prospective
9738,0.004,0.108,prospective
9739,0.004,0.108,prospective
9740,0.004,0.109,prospective
9741,0.005,0.109,prospective
9742,0.005,0.109,prospective
9743,0.005,0.109,prospective
9744,0.005,0.11,prospective
9745,0.005,0.11,prospective
9746,0.005,0.111,prospective
9747,0.005,0.111,prospective
9748,0.005,0.111,prospective
9749,0.005,0.111,prospective
9750,0.005,0.111,prospective
9751,0.005,0.111,prospective
9752,0.005,0.112,prospective
9753,0.005,0.112,prospective
9754,0.005,0.112,prospective
9755,0.005,0.112,prospective
9756,0.005,0.113,prospective
9757,0.005,0.113,prospective
9758,0.005,0.113,prospective
9759,0.006,0.113,prospective
9760,0.006,0.114,prospective
9761,0.006,0.114,prospective
9762,0.006,0.115,prospective
9763,0.006,0.115,prospective
9764,0.006,0.115,prospective
9765,0.006,0.115,prospective
9766,0.006,0.116,prospective
9767,0.006,0.116,prospective
9768,0.006,0.116,prospective
9769,0.006,0.116,prospective
9770,0.006,0.117,prospective
9771,0.006,0.117,prospective
9772,0.006,0.118,prospective
9773,0.006,0.118,prospective
9774,0.006,0.118,prospective
9775,0.006,0.118,prospective
9776,0.006,0.118,prospective
9777,0.006,0.118,prospective
9778,0.006,0.119,prospective
9779,0.007,0.119,prospective
9780,0.007,0.119,prospective
9781,0.007,0.119,prospective
9782,0.007,0.119,prospective
9783,0.007,0.119,prospective
9784,0.007,0.12,prospective
9785,0.007,0.12,prospective
9786,0.007,0.121,prospective
9787,0.007,0.121,prospective
9788,0.007,0.121,prospective
9789,0.007,0.121,prospective
9790,0.007,0.122,prospective
9791,0.007,0.122,prospective
9792,0.007,0.122,prospective
9793,0.007,0.122,prospective
9794,0.007,0.122,prospective
9795,0.008,0.122,prospective
9796,0.008,0.122,prospective
9797,0.008,0.122,prospective
9798,0.008,0.123,prospective
9799,0.008,0.123,prospective
9800,0.008,0.123,prospective
9801,0.008,0.123,prospective
9802,0.008,0.124,prospective
9803,0.008,0.124,prospective
9804,0.008,0.125,prospective
9805,0.008,0.125,prospective
9806,0.008,0.126,prospective
9807,0.008,0.126,prospective
9808,0.008,0.126,prospective
9809,0.008,0.126,prospective
9810,0.008,0.126,prospective
9811,0.008,0.126,prospective
9812,0.008,0.127,prospective
9813,0.008,0.127,prospective
9814,0.008,0.127,prospective
9815,0.008,0.127,prospective
9816,0.008,0.128,prospective
9817,0.009,0.128,prospective
9818,0.009,0.128,prospective
9819,0.009,0.128,prospective
9820,0.009,0.129,prospective
9821,0.009,0.129,prospective
9822,0.009,0.129,prospective
9823,0.009,0.129,prospective
9824,0.009,0.129,prospective
9825,0.009,0.129,prospective
9826,0.009,0.129,prospective
9827,0.009,0.129,prospective
9828,0.009,0.13,prospective
9829,0.009,0.13,prospective
9830,0.009,0.13,prospective
9831,0.009,0.13,prospective
9832,0.009,0.131,prospective
9833,0.009,0.131,prospective
9834,0.009,0.131,prospective
9835,0.009,0.131,prospective
9836,0.009,0.132,prospective
9837,0.009,0.132,prospective
9838,0.009,0.132,prospective
9839,0.01,0.132,prospective
9840,0.01,0.133,prospective
9841,0.01,0.133,prospective
9842,0.01,0.133,prospective
9843,0.01,0.133,prospective
9844,0.01,0.133,prospective
9845,0.01,0.133,prospective
9846,0.01,0.134,prospective
9847,0.01,0.134,prospective
9848,0.01,0.134,prospective
9849,0.01,0.134,prospective
9850,0.01,0.134,prospective
9851,0.01,0.134,prospective
9852,0.01,0.135,prospective
9853,0.01,0.135,prospective
9854,0.01,0.135,prospective
9855,0.01,0.135,prospective
9856,0.01,0.135,prospective
9857,0.01,0.135,prospective
9858,0.01,0.136,prospective
9859,0.01,0.136,prospective
9860,0.01,0.136,prospective
9861,0.011,0.136,prospective
9862,0.011,0.136,prospective
9863,0.011,0.136,prospective
9864,0.011,0.137,prospective
9865,0.011,0.137,prospective
9866,0.011,0.137,prospective
9867,0.011,0.137,prospective
9868,0.011,0.138,prospective
9869,0.011,0.138,prospective
9870,0.011,0.138,prospective
9871,0.011,0.138,prospective
9872,0.011,0.138,prospective
9873,0.011,0.138,prospective
9874,0.011,0.139,prospective
9875,0.011,0.139,prospective
9876,0.011,0.139,prospective
9877,0.011,0.139,prospective
9878,0.011,0.14,prospective
9879,0.012,0.14,prospective
9880,0.012,0.14,prospective
9881,0.012,0.14,prospective
9882,0.012,0.141,prospective
9883,0.012,0.141,prospective
9884,0.012,0.141,prospective
9885,0.012,0.141,prospective
9886,0.012,0.142,prospective
9887,0.012,0.142,prospective
9888,0.012,0.142,prospective
9889,0.012,0.142,prospective
9890,0.012,0.142,prospective
9891,0.012,0.142,prospective
9892,0.012,0.143,prospective
9893,0.012,0.143,prospective
9894,0.012,0.143,prospective
9895,0.012,0.143,prospective
9896,0.012,0.143,prospective
9897,0.013,0.143,prospective
9898,0.013,0.144,prospective
9899,0.013,0.144,prospective
9900,0.013,0.144,prospective
9901,0.013,0.144,prospective
9902,0.013,0.145,prospective
9903,0.013,0.145,prospective
9904,0.013,0.145,prospective
9905,0.013,0.145,prospective
9906,0.013,0.146,prospective
9907,0.013,0.146,prospective
9908,0.013,0.146,prospective
9909,0.013,0.146,prospective
9910,0.013,0.147,prospective
9911,0.013,0.147,prospective
9912,0.013,0.147,prospective
9913,0.013,0.147,prospective
9914,0.013,0.147,prospective
9915,0.013,0.147,prospective
9916,0.013,0.149,prospective
9917,0.013,0.149,prospective
9918,0.013,0.149,prospective
9919,0.014,0.149,prospective
9920,0.014,0.149,prospective
9921,0.014,0.149,prospective
9922,0.014,0.15,prospective
9923,0.014,0.15,prospective
9924,0.014,0.15,prospective
9925,0.014,0.15,prospective
9926,0.014,0.151,prospective
9927,0.014,0.151,prospective
9928,0.014,0.151,prospective
9929,0.014,0.151,prospective
9930,0.014,0.151,prospective
9931,0.014,0.151,prospective
9932,0.014,0.152,prospective
9933,0.014,0.152,prospective
9934,0.014,0.152,prospective
9935,0.014,0.152,prospective
9936,0.014,0.153,prospective
9937,0.014,0.153,prospective
9938,0.014,0.153,prospective
9939,0.015,0.153,prospective
9940,0.015,0.153,prospective
9941,0.015,0.153,prospective
9942,0.015,0.153,prospective
9943,0.015,0.153,prospective
9944,0.015,0.154,prospective
9945,0.015,0.154,prospective
9946,0.015,0.154,prospective
9947,0.015,0.154,prospective
9948,0.015,0.155,prospective
9949,0.015,0.155,prospective
9950,0.015,0.155,prospective
9951,0.015,0.155,prospective
9952,0.015,0.155,prospective
9953,0.016,0.155,prospective
9954,0.016,0.156,prospective
9955,0.016,0.156,prospective
9956,0.016,0.156,prospective
9957,0.016,0.156,prospective
9958,0.016,0.156,prospective
9959,0.016,0.156,prospective
9960,0.016,0.156,prospective
9961,0.016,0.156,prospective
9962,0.016,0.158,prospective
9963,0.016,0.158,prospective
9964,0.016,0.159,prospective
9965,0.017,0.159,prospective
9966,0.017,0.159,prospective
9967,0.017,0.159,prospective
9968,0.017,0.161,prospective
9969,0.017,0.161,prospective
9970,0.017,0.161,prospective
9971,0.017,0.161,prospective
9972,0.017,0.162,prospective
9973,0.017,0.162,prospective
9974,0.017,0.163,prospective
9975,0.017,0.163,prospective
9976,0.017,0.163,prospective
9977,0.018,0.163,prospective
9978,0.018,0.163,prospective
9979,0.018,0.163,prospective
9980,0.018,0.163,prospective
9981,0.018,0.163,prospective
9982,0.018,0.164,prospective
9983,0.018,0.164,prospective
9984,0.018,0.164,prospective
9985,0.018,0.164,prospective
9986,0.018,0.164,prospective
9987,0.018,0.164,prospective
9988,0.018,0.165,prospective
9989,0.019,0.165,prospective
9990,0.019,0.165,prospective
9991,0.019,0.165,prospective
9992,0.019,0.166,prospective
9993,0.019,0.166,prospective
9994,0.019,0.166,prospective
9995,0.019,0.166,prospective
9996,0.019,0.166,prospective
9997,0.019,0.166,prospective
9998,0.019,0.167,prospective
9999,0.019,0.167,prospective
10000,0.019,0.167,prospective
10001,0.019,0.167,prospective
10002,0.019,0.167,prospective
10003,0.02,0.167,prospective
10004,0.02,0.168,prospective
10005,0.02,0.168,prospective
10006,0.02,0.168,prospective
10007,0.02,0.168,prospective
10008,0.02,0.169,prospective
10009,0.02,0.169,prospective
10010,0.02,0.17,prospective
10011,0.021,0.17,prospective
10012,0.021,0.17,prospective
10013,0.021,0.17,prospective
10014,0.021,0.171,prospective
10015,0.021,0.171,prospective
10016,0.021,0.172,prospective
10017,0.021,0.172,prospective
10018,0.021,0.174,prospective
10019,0.021,0.174,prospective
10020,0.021,0.174,prospective
10021,0.021,0.174,prospective
10022,0.021,0.175,prospective
10023,0.021,0.175,prospective
10024,0.021,0.175,prospective
10025,0.021,0.175,prospective
10026,0.021,0.175,prospective
10027,0.022,0.175,prospective
10028,0.022,0.176,prospective
10029,0.022,0.176,prospective
10030,0.022,0.176,prospective
10031,0.022,0.176,prospective
10032,0.022,0.176,prospective
10033,0.022,0.176,prospective
10034,0.022,0.177,prospective
10035,0.022,0.177,prospective
10036,0.022,0.177,prospective
10037,0.022,0.177,prospective
10038,0.022,0.177,prospective
10039,0.022,0.177,prospective
10040,0.022,0.178,prospective
10041,0.022,0.178,prospective
10042,0.022,0.179,prospective
10043,0.023,0.179,prospective
10044,0.023,0.179,prospective
10045,0.023,0.179,prospective
10046,0.023,0.179,prospective
10047,0.023,0.179,prospective
10048,0.023,0.18,prospective
10049,0.023,0.18,prospective
10050,0.023,0.18,prospective
10051,0.023,0.18,prospective
10052,0.023,0.181,prospective
10053,0.023,0.181,prospective
10054,0.023,0.181,prospective
10055,0.023,0.181,prospective
10056,0.023,0.181,prospective
10057,0.023,0.181,prospective
10058,0.023,0.182,prospective
10059,0.023,0.182,prospective
10060,0.023,0.182,prospective
10061,0.023,0.182,prospective
10062,0.023,0.183,prospective
10063,0.023,0.183,prospective
10064,0.023,0.183,prospective
10065,0.023,0.183,prospective
10066,0.023,0.184,prospective
10067,0.024,0.184,prospective
10068,0.024,0.184,prospective
10069,0.024,0.184,prospective
10070,0.024,0.185,prospective
10071,0.024,0.185,prospective
10072,0.024,0.186,prospective
10073,0.024,0.186,prospective
10074,0.024,0.186,prospective
10075,0.024,0.186,prospective
10076,0.024,0.186,prospective
10077,0.024,0.186,prospective
10078,0.024,0.186,prospective
10079,0.024,0.186,prospective
10080,0.024,0.187,prospective
10081,0.024,0.187,prospective
10082,0.024,0.187,prospective
10083,0.025,0.187,prospective
10084,0.025,0.188,prospective
10085,0.025,0.188,prospective
10086,0.025,0.188,prospective
10087,0.025,0.188,prospective
10088,0.025,0.188,prospective
10089,0.025,0.188,prospective
10090,0.025,0.189,prospective
10091,0.025,0.189,prospective
10092,0.025,0.19,prospective
10093,0.025,0.19,prospective
10094,0.025,0.19,prospective
10095,0.025,0.19,prospective
10096,0.025,0.191,prospective
10097,0.025,0.191,prospective
10098,0.025,0.192,prospective
10099,0.025,0.192,prospective
10100,0.025,0.192,prospective
10101,0.026,0.192,prospective
10102,0.026,0.193,prospective
10103,0.026,0.193,prospective
10104,0.026,0.193,prospective
10105,0.026,0.193,prospective
10106,0.026,0.193,prospective
10107,0.027,0.193,prospective
10108,0.027,0.194,prospective
10109,0.027,0.194,prospective
10110,0.027,0.194,prospective
10111,0.027,0.194,prospective
10112,0.027,0.194,prospective
10113,0.027,0.194,prospective
10114,0.027,0.195,prospective
10115,0.027,0.195,prospective
10116,0.027,0.195,prospective
10117,0.028,0.195,prospective
10118,0.028,0.195,prospective
10119,0.028,0.195,prospective
10120,0.028,0.196,prospective
10121,0.028,0.196,prospective
10122,0.028,0.196,prospective
10123,0.028,0.196,prospective
10124,0.028,0.197,prospective
10125,0.028,0.197,prospective
10126,0.028,0.197,prospective
10127,0.028,0.197,prospective
10128,0.028,0.197,prospective
10129,0.028,0.197,prospective
10130,0.028,0.198,prospective
10131,0.028,0.198,prospective
10132,0.028,0.198,prospective
10133,0.028,0.198,prospective
10134,0.028,0.198,prospective
10135,0.029,0.198,prospective
10136,0.029,0.199,prospective
10137,0.029,0.199,prospective
10138,0.029,0.199,prospective
10139,0.029,0.199,prospective
10140,0.029,0.199,prospective
10141,0.029,0.199,prospective
10142,0.029,0.2,prospective
10143,0.029,0.2,prospective
10144,0.029,0.2,prospective
10145,0.029,0.2,prospective
10146,0.029,0.2,prospective
10147,0.029,0.2,prospective
10148,0.029,0.201,prospective
10149,0.029,0.201,prospective
10150,0.029,0.201,prospective
10151,0.029,0.201,prospective
10152,0.029,0.201,prospective
10153,0.03,0.201,prospective
10154,0.03,0.202,prospective
10155,0.03,0.202,prospective
10156,0.03,0.202,prospective
10157,0.03,0.202,prospective
10158,0.03,0.202,prospective
10159,0.03,0.202,prospective
10160,0.03,0.203,prospective
10161,0.03,0.203,prospective
10162,0.03,0.203,prospective
10163,0.03,0.203,prospective
10164,0.03,0.203,prospective
10165,0.03,0.203,prospective
10166,0.03,0.204,prospective
10167,0.03,0.204,prospective
10168,0.03,0.204,prospective
10169,0.03,0.204,prospective
10170,0.03,0.205,prospective
10171,0.03,0.205,prospective
10172,0.03,0.205,prospective
10173,0.03,0.205,prospective
10174,0.03,0.206,prospective
10175,0.03,0.206,prospective
10176,0.03,0.206,prospective
10177,0.03,0.206,prospective
10178,0.03,0.206,prospective
10179,0.031,0.206,prospective
10180,0.031,0.207,prospective
10181,0.031,0.207,prospective
10182,0.031,0.207,prospective
10183,0.031,0.207,prospective
10184,0.031,0.208,prospective
10185,0.031,0.208,prospective
10186,0.031,0.208,prospective
10187,0.032,0.208,prospective
10188,0.032,0.209,prospective
10189,0.032,0.209,prospective
10190,0.032,0.209,prospective
10191,0.032,0.209,prospective
10192,0.032,0.209,prospective
10193,0.032,0.209,prospective
10194,0.032,0.21,prospective
10195,0.032,0.21,prospective
10196,0.032,0.21,prospective
10197,0.033,0.21,prospective
10198,0.033,0.211,prospective
10199,0.033,0.211,prospective
10200,0.033,0.211,prospective
10201,0.033,0.211,prospective
10202,0.033,0.212,prospective
10203,0.033,0.212,prospective
10204,0.033,0.212,prospective
10205,0.033,0.212,prospective
10206,0.033,0.212,prospective
10207,0.033,0.212,prospective
10208,0.033,0.213,prospective
10209,0.033,0.213,prospective
10210,0.033,0.213,prospective
10211,0.033,0.213,prospective
10212,0.033,0.213,prospective
10213,0.034,0.213,prospective
10214,0.034,0.214,prospective
10215,0.034,0.214,prospective
10216,0.034,0.214,prospective
10217,0.034,0.214,prospective
10218,0.034,0.214,prospective
10219,0.034,0.214,prospective
10220,0.034,0.215,prospective
10221,0.034,0.215,prospective
10222,0.034,0.215,prospective
10223,0.034,0.215,prospective
10224,0.034,0.215,prospective
10225,0.034,0.215,prospective
10226,0.034,0.216,prospective
10227,0.034,0.216,prospective
10228,0.034,0.216,prospective
10229,0.034,0.216,prospective
10230,0.034,0.216,prospective
10231,0.034,0.216,prospective
10232,0.034,0.217,prospective
10233,0.034,0.217,prospective
10234,0.034,0.217,prospective
10235,0.034,0.217,prospective
10236,0.034,0.218,prospective
10237,0.035,0.218,prospective
10238,0.035,0.218,prospective
10239,0.035,0.218,prospective
10240,0.035,0.219,prospective
10241,0.035,0.219,prospective
10242,0.035,0.219,prospective
10243,0.035,0.219,prospective
10244,0.035,0.22,prospective
10245,0.035,0.22,prospective
10246,0.035,0.22,prospective
10247,0.035,0.22,prospective
10248,0.035,0.221,prospective
10249,0.035,0.221,prospective
10250,0.035,0.221,prospective
10251,0.035,0.221,prospective
10252,0.035,0.222,prospective
10253,0.035,0.222,prospective
10254,0.035,0.223,prospective
10255,0.035,0.223,prospective
10256,0.035,0.223,prospective
10257,0.035,0.223,prospective
10258,0.035,0.223,prospective
10259,0.035,0.223,prospective
10260,0.035,0.223,prospective
10261,0.035,0.223,prospective
10262,0.035,0.224,prospective
10263,0.036,0.224,prospective
10264,0.036,0.224,prospective
10265,0.036,0.224,prospective
10266,0.036,0.225,prospective
10267,0.036,0.225,prospective
10268,0.036,0.225,prospective
10269,0.036,0.225,prospective
10270,0.036,0.225,prospective
10271,0.036,0.225,prospective
10272,0.036,0.226,prospective
10273,0.036,0.226,prospective
10274,0.036,0.226,prospective
10275,0.037,0.226,prospective
10276,0.037,0.227,prospective
10277,0.037,0.227,prospective
10278,0.037,0.227,prospective
10279,0.037,0.227,prospective
10280,0.037,0.228,prospective
10281,0.037,0.228,prospective
10282,0.037,0.228,prospective
10283,0.037,0.228,prospective
10284,0.037,0.229,prospective
10285,0.037,0.229,prospective
10286,0.037,0.229,prospective
10287,0.037,0.229,prospective
10288,0.037,0.23,prospective
10289,0.038,0.23,prospective
10290,0.038,0.231,prospective
10291,0.038,0.231,prospective
10292,0.038,0.232,prospective
10293,0.038,0.232,prospective
10294,0.038,0.232,prospective
10295,0.038,0.232,prospective
10296,0.038,0.233,prospective
10297,0.038,0.233,prospective
10298,0.038,0.233,prospective
10299,0.038,0.233,prospective
10300,0.038,0.233,prospective
10301,0.038,0.233,prospective
10302,0.038,0.233,prospective
10303,0.038,0.233,prospective
10304,0.038,0.234,prospective
10305,0.038,0.234,prospective
10306,0.038,0.235,prospective
10307,0.038,0.235,prospective
10308,0.038,0.236,prospective
10309,0.039,0.236,prospective
10310,0.039,0.236,prospective
10311,0.039,0.236,prospective
10312,0.039,0.236,prospective
10313,0.039,0.236,prospective
10314,0.039,0.237,prospective
10315,0.039,0.237,prospective
10316,0.039,0.237,prospective
10317,0.039,0.237,prospective
10318,0.039,0.238,prospective
10319,0.039,0.238,prospective
10320,0.039,0.239,prospective
10321,0.039,0.239,prospective
10322,0.039,0.239,prospective
10323,0.039,0.239,prospective
10324,0.039,0.239,prospective
10325,0.04,0.239,prospective
10326,0.04,0.24,prospective
10327,0.04,0.24,prospective
10328,0.04,0.24,prospective
10329,0.04,0.24,prospective
10330,0.04,0.24,prospective
10331,0.04,0.24,prospective
10332,0.04,0.24,prospective
10333,0.04,0.24,prospective
10334,0.04,0.241,prospective
10335,0.041,0.241,prospective
10336,0.041,0.241,prospective
10337,0.041,0.241,prospective
10338,0.041,0.241,prospective
10339,0.041,0.241,prospective
10340,0.041,0.242,prospective
10341,0.041,0.242,prospective
10342,0.041,0.242,prospective
10343,0.041,0.242,prospective
10344,0.041,0.242,prospective
10345,0.041,0.242,prospective
10346,0.041,0.243,prospective
10347,0.042,0.243,prospective
10348,0.042,0.243,prospective
10349,0.042,0.243,prospective
10350,0.042,0.243,prospective
10351,0.042,0.243,prospective
10352,0.042,0.243,prospective
10353,0.042,0.243,prospective
10354,0.042,0.244,prospective
10355,0.042,0.244,prospective
10356,0.042,0.245,prospective
10357,0.042,0.245,prospective
10358,0.042,0.245,prospective
10359,0.042,0.245,prospective
10360,0.042,0.245,prospective
10361,0.043,0.245,prospective
10362,0.043,0.246,prospective
10363,0.043,0.246,prospective
10364,0.043,0.246,prospective
10365,0.043,0.246,prospective
10366,0.043,0.247,prospective
10367,0.043,0.247,prospective
10368,0.043,0.247,prospective
10369,0.043,0.247,prospective
10370,0.043,0.248,prospective
10371,0.043,0.248,prospective
10372,0.043,0.248,prospective
10373,0.043,0.248,prospective
10374,0.043,0.249,prospective
10375,0.044,0.249,prospective
10376,0.044,0.249,prospective
10377,0.044,0.249,prospective
10378,0.044,0.25,prospective
10379,0.044,0.25,prospective
10380,0.044,0.25,prospective
10381,0.044,0.25,prospective
10382,0.044,0.251,prospective
10383,0.044,0.251,prospective
10384,0.044,0.252,prospective
10385,0.044,0.252,prospective
10386,0.044,0.253,prospective
10387,0.044,0.253,prospective
10388,0.044,0.254,prospective
10389,0.044,0.254,prospective
10390,0.044,0.254,prospective
10391,0.045,0.254,prospective
10392,0.045,0.255,prospective
10393,0.045,0.255,prospective
10394,0.045,0.255,prospective
10395,0.045,0.255,prospective
10396,0.045,0.255,prospective
10397,0.045,0.255,prospective
10398,0.045,0.256,prospective
10399,0.045,0.256,prospective
10400,0.045,0.256,prospective
10401,0.045,0.256,prospective
10402,0.045,0.256,prospective
10403,0.045,0.256,prospective
10404,0.045,0.257,prospective
10405,0.046,0.257,prospective
10406,0.046,0.258,prospective
10407,0.046,0.258,prospective
10408,0.046,0.259,prospective
10409,0.046,0.259,prospective
10410,0.046,0.259,prospective
10411,0.046,0.259,prospective
10412,0.046,0.26,prospective
10413,0.046,0.26,prospective
10414,0.046,0.26,prospective
10415,0.046,0.26,prospective
10416,0.046,0.261,prospective
10417,0.047,0.261,prospective
10418,0.047,0.262,prospective
10419,0.047,0.262,prospective
10420,0.047,0.262,prospective
10421,0.047,0.262,prospective
10422,0.047,0.262,prospective
10423,0.047,0.262,prospective
10424,0.047,0.262,prospective
10425,0.047,0.262,prospective
10426,0.047,0.263,prospective
10427,0.047,0.263,prospective
10428,0.047,0.263,prospective
10429,0.047,0.263,prospective
10430,0.047,0.263,prospective
10431,0.047,0.263,prospective
10432,0.047,0.263,prospective
10433,0.047,0.263,prospective
10434,0.047,0.264,prospective
10435,0.047,0.264,prospective
10436,0.047,0.264,prospective
10437,0.047,0.264,prospective
10438,0.047,0.265,prospective
10439,0.047,0.265,prospective
10440,0.047,0.265,prospective
10441,0.048,0.265,prospective
10442,0.048,0.265,prospective
10443,0.048,0.265,prospective
10444,0.048,0.266,prospective
10445,0.048,0.266,prospective
10446,0.048,0.266,prospective
10447,0.048,0.266,prospective
10448,0.048,0.267,prospective
10449,0.048,0.267,prospective
10450,0.048,0.267,prospective
10451,0.048,0.267,prospective
10452,0.048,0.267,prospective
10453,0.048,0.267,prospective
10454,0.048,0.268,prospective
10455,0.049,0.268,prospective
10456,0.049,0.268,prospective
10457,0.049,0.268,prospective
10458,0.049,0.268,prospective
10459,0.049,0.268,prospective
10460,0.049,0.269,prospective
10461,0.049,0.269,prospective
10462,0.049,0.269,prospective
10463,0.049,0.269,prospective
10464,0.049,0.269,prospective
10465,0.049,0.269,prospective
10466,0.049,0.27,prospective
10467,0.05,0.27,prospective
10468,0.05,0.27,prospective
10469,0.05,0.27,prospective
10470,0.05,0.27,prospective
10471,0.05,0.27,prospective
10472,0.05,0.27,prospective
10473,0.05,0.27,prospective
10474,0.05,0.271,prospective
10475,0.05,0.271,prospective
10476,0.05,0.271,prospective
10477,0.051,0.271,prospective
10478,0.051,0.271,prospective
10479,0.051,0.271,prospective
10480,0.051,0.272,prospective
10481,0.051,0.272,prospective
10482,0.051,0.272,prospective
10483,0.051,0.272,prospective
10484,0.051,0.272,prospective
10485,0.051,0.272,prospective
10486,0.051,0.273,prospective
10487,0.051,0.273,prospective
10488,0.051,0.273,prospective
10489,0.052,0.273,prospective
10490,0.052,0.273,prospective
10491,0.052,0.273,prospective
10492,0.052,0.274,prospective
10493,0.052,0.274,prospective
10494,0.052,0.275,prospective
10495,0.052,0.275,prospective
10496,0.052,0.275,prospective
10497,0.052,0.275,prospective
10498,0.052,0.275,prospective
10499,0.052,0.275,prospective
10500,0.052,0.276,prospective
10501,0.052,0.276,prospective
10502,0.052,0.276,prospective
10503,0.052,0.276,prospective
10504,0.052,0.276,prospective
10505,0.052,0.276,prospective
10506,0.052,0.277,prospective
10507,0.052,0.277,prospective
10508,0.052,0.277,prospective
10509,0.053,0.277,prospective
10510,0.053,0.277,prospective
10511,0.053,0.277,prospective
10512,0.053,0.278,prospective
10513,0.053,0.278,prospective
10514,0.053,0.278,prospective
10515,0.053,0.278,prospective
10516,0.053,0.278,prospective
10517,0.053,0.278,prospective
10518,0.053,0.279,prospective
10519,0.053,0.279,prospective
10520,0.053,0.279,prospective
10521,0.053,0.279,prospective
10522,0.053,0.28,prospective
10523,0.054,0.28,prospective
10524,0.054,0.28,prospective
10525,0.054,0.28,prospective
10526,0.054,0.281,prospective
10527,0.054,0.281,prospective
10528,0.054,0.281,prospective
