,fpr,tpr,trial
3448,0.128,0.478,temporal-split
3449,0.128,0.479,temporal-split
3420,0.126,0.475,temporal-split
3419,0.126,0.475,temporal-split
3418,0.126,0.475,temporal-split
3417,0.126,0.475,temporal-split
3387,0.124,0.472,temporal-split
3388,0.125,0.472,temporal-split
3389,0.125,0.472,temporal-split
3390,0.125,0.472,temporal-split
3391,0.125,0.473,temporal-split
3392,0.125,0.473,temporal-split
3393,0.125,0.473,temporal-split
3394,0.125,0.473,temporal-split
3395,0.125,0.473,temporal-split
3396,0.125,0.473,temporal-split
3397,0.125,0.473,temporal-split
3398,0.125,0.473,temporal-split
3399,0.125,0.473,temporal-split
3400,0.125,0.473,temporal-split
3450,0.128,0.479,temporal-split
3401,0.125,0.473,temporal-split
3403,0.125,0.474,temporal-split
3404,0.125,0.474,temporal-split
3405,0.125,0.474,temporal-split
3406,0.125,0.474,temporal-split
3407,0.125,0.474,temporal-split
3408,0.126,0.474,temporal-split
3409,0.126,0.474,temporal-split
3410,0.126,0.474,temporal-split
3411,0.126,0.474,temporal-split
3412,0.126,0.474,temporal-split
3413,0.126,0.474,temporal-split
3414,0.126,0.474,temporal-split
3415,0.126,0.475,temporal-split
3416,0.126,0.475,temporal-split
3402,0.125,0.473,temporal-split
3451,0.128,0.479,temporal-split
3452,0.128,0.479,temporal-split
3453,0.128,0.479,temporal-split
3488,0.13,0.483,temporal-split
3489,0.13,0.483,temporal-split
3490,0.13,0.483,temporal-split
3491,0.13,0.484,temporal-split
3492,0.13,0.484,temporal-split
3493,0.13,0.484,temporal-split
3494,0.13,0.484,temporal-split
3495,0.13,0.484,temporal-split
3496,0.13,0.484,temporal-split
3497,0.13,0.484,temporal-split
3498,0.13,0.484,temporal-split
3499,0.13,0.485,temporal-split
3500,0.13,0.485,temporal-split
3501,0.13,0.485,temporal-split
3487,0.13,0.483,temporal-split
3502,0.131,0.485,temporal-split
3504,0.131,0.485,temporal-split
3505,0.131,0.485,temporal-split
3506,0.131,0.485,temporal-split
3507,0.131,0.486,temporal-split
3508,0.131,0.486,temporal-split
3509,0.131,0.486,temporal-split
3510,0.131,0.486,temporal-split
3511,0.131,0.487,temporal-split
3512,0.131,0.487,temporal-split
3513,0.131,0.487,temporal-split
3514,0.131,0.487,temporal-split
3515,0.131,0.487,temporal-split
3516,0.131,0.487,temporal-split
3517,0.131,0.487,temporal-split
3503,0.131,0.485,temporal-split
3386,0.124,0.472,temporal-split
3486,0.13,0.483,temporal-split
3484,0.129,0.483,temporal-split
3454,0.128,0.479,temporal-split
3455,0.128,0.479,temporal-split
3456,0.128,0.479,temporal-split
3457,0.128,0.479,temporal-split
3458,0.128,0.479,temporal-split
3459,0.128,0.48,temporal-split
3460,0.128,0.48,temporal-split
3461,0.128,0.48,temporal-split
3462,0.128,0.48,temporal-split
3463,0.128,0.48,temporal-split
3464,0.128,0.48,temporal-split
3465,0.128,0.48,temporal-split
3466,0.128,0.48,temporal-split
3467,0.128,0.481,temporal-split
3485,0.129,0.483,temporal-split
3468,0.128,0.481,temporal-split
3470,0.129,0.481,temporal-split
3471,0.129,0.481,temporal-split
3472,0.129,0.481,temporal-split
3473,0.129,0.481,temporal-split
3474,0.129,0.481,temporal-split
3475,0.129,0.482,temporal-split
3476,0.129,0.482,temporal-split
3477,0.129,0.482,temporal-split
3478,0.129,0.482,temporal-split
3479,0.129,0.482,temporal-split
3480,0.129,0.482,temporal-split
3481,0.129,0.482,temporal-split
3482,0.129,0.482,temporal-split
3483,0.129,0.483,temporal-split
3469,0.128,0.481,temporal-split
3385,0.124,0.472,temporal-split
3384,0.124,0.472,temporal-split
3383,0.124,0.472,temporal-split
3285,0.12,0.463,temporal-split
3286,0.12,0.463,temporal-split
3287,0.12,0.463,temporal-split
3288,0.12,0.463,temporal-split
3289,0.12,0.463,temporal-split
3290,0.12,0.463,temporal-split
3291,0.12,0.463,temporal-split
3292,0.12,0.463,temporal-split
3293,0.12,0.463,temporal-split
3294,0.12,0.463,temporal-split
3295,0.12,0.463,temporal-split
3296,0.12,0.463,temporal-split
3297,0.12,0.464,temporal-split
3298,0.12,0.464,temporal-split
3284,0.12,0.462,temporal-split
3299,0.12,0.464,temporal-split
3301,0.12,0.464,temporal-split
3302,0.121,0.464,temporal-split
3303,0.121,0.464,temporal-split
3304,0.121,0.464,temporal-split
3305,0.121,0.464,temporal-split
3306,0.121,0.464,temporal-split
3307,0.121,0.464,temporal-split
3308,0.121,0.464,temporal-split
3309,0.121,0.465,temporal-split
3310,0.121,0.465,temporal-split
3311,0.121,0.465,temporal-split
3312,0.121,0.465,temporal-split
3313,0.121,0.465,temporal-split
3314,0.121,0.465,temporal-split
3300,0.12,0.464,temporal-split
3315,0.121,0.465,temporal-split
3283,0.119,0.462,temporal-split
3281,0.119,0.462,temporal-split
3251,0.117,0.459,temporal-split
3252,0.118,0.459,temporal-split
3253,0.118,0.459,temporal-split
3254,0.118,0.459,temporal-split
3255,0.118,0.46,temporal-split
3256,0.118,0.46,temporal-split
3257,0.118,0.46,temporal-split
3258,0.118,0.46,temporal-split
3259,0.118,0.46,temporal-split
3260,0.118,0.46,temporal-split
3261,0.118,0.46,temporal-split
3262,0.118,0.46,temporal-split
3263,0.118,0.46,temporal-split
3264,0.118,0.46,temporal-split
3282,0.119,0.462,temporal-split
3265,0.118,0.46,temporal-split
3267,0.118,0.461,temporal-split
3268,0.119,0.461,temporal-split
3269,0.119,0.461,temporal-split
3270,0.119,0.461,temporal-split
3271,0.119,0.461,temporal-split
3272,0.119,0.461,temporal-split
3273,0.119,0.461,temporal-split
3274,0.119,0.461,temporal-split
3275,0.119,0.462,temporal-split
3276,0.119,0.462,temporal-split
3277,0.119,0.462,temporal-split
3278,0.119,0.462,temporal-split
3279,0.119,0.462,temporal-split
3280,0.119,0.462,temporal-split
3266,0.118,0.46,temporal-split
3518,0.131,0.487,temporal-split
3316,0.121,0.465,temporal-split
3318,0.121,0.465,temporal-split
3353,0.124,0.469,temporal-split
3354,0.124,0.469,temporal-split
3355,0.124,0.469,temporal-split
3356,0.124,0.469,temporal-split
3357,0.124,0.469,temporal-split
3358,0.124,0.469,temporal-split
3359,0.124,0.47,temporal-split
3360,0.124,0.47,temporal-split
3361,0.124,0.47,temporal-split
3362,0.124,0.47,temporal-split
3363,0.124,0.47,temporal-split
3364,0.124,0.47,temporal-split
3365,0.124,0.47,temporal-split
3366,0.124,0.47,temporal-split
3352,0.124,0.469,temporal-split
3367,0.124,0.471,temporal-split
3369,0.124,0.471,temporal-split
3370,0.124,0.471,temporal-split
3371,0.124,0.471,temporal-split
3372,0.124,0.471,temporal-split
3373,0.124,0.471,temporal-split
3374,0.124,0.471,temporal-split
3375,0.124,0.471,temporal-split
3376,0.124,0.471,temporal-split
3377,0.124,0.471,temporal-split
3378,0.124,0.471,temporal-split
3379,0.124,0.472,temporal-split
3380,0.124,0.472,temporal-split
3381,0.124,0.472,temporal-split
3382,0.124,0.472,temporal-split
3368,0.124,0.471,temporal-split
3317,0.121,0.465,temporal-split
3351,0.123,0.469,temporal-split
3349,0.123,0.469,temporal-split
3319,0.121,0.465,temporal-split
3320,0.122,0.465,temporal-split
3321,0.122,0.466,temporal-split
3322,0.122,0.466,temporal-split
3323,0.122,0.466,temporal-split
3324,0.122,0.466,temporal-split
3325,0.122,0.466,temporal-split
3326,0.122,0.466,temporal-split
3327,0.122,0.466,temporal-split
3328,0.122,0.466,temporal-split
3329,0.122,0.466,temporal-split
3330,0.122,0.466,temporal-split
3331,0.122,0.467,temporal-split
3332,0.122,0.467,temporal-split
3350,0.123,0.469,temporal-split
3333,0.122,0.467,temporal-split
3335,0.123,0.467,temporal-split
3336,0.123,0.467,temporal-split
3337,0.123,0.467,temporal-split
3338,0.123,0.467,temporal-split
3339,0.123,0.467,temporal-split
3340,0.123,0.467,temporal-split
3341,0.123,0.467,temporal-split
3342,0.123,0.467,temporal-split
3343,0.123,0.468,temporal-split
3344,0.123,0.468,temporal-split
3345,0.123,0.468,temporal-split
3346,0.123,0.468,temporal-split
3347,0.123,0.468,temporal-split
3348,0.123,0.468,temporal-split
3334,0.123,0.467,temporal-split
3249,0.117,0.459,temporal-split
3519,0.131,0.487,temporal-split
3521,0.131,0.487,temporal-split
3692,0.14,0.504,temporal-split
3693,0.14,0.504,temporal-split
3694,0.14,0.504,temporal-split
3695,0.14,0.504,temporal-split
3696,0.14,0.504,temporal-split
3697,0.14,0.504,temporal-split
3698,0.14,0.504,temporal-split
3699,0.14,0.505,temporal-split
3700,0.14,0.505,temporal-split
3701,0.14,0.505,temporal-split
3702,0.14,0.505,temporal-split
3703,0.14,0.505,temporal-split
3704,0.14,0.505,temporal-split
3705,0.14,0.505,temporal-split
3706,0.141,0.505,temporal-split
3707,0.141,0.505,temporal-split
3708,0.141,0.505,temporal-split
3709,0.141,0.506,temporal-split
3710,0.141,0.506,temporal-split
3711,0.141,0.506,temporal-split
3712,0.141,0.506,temporal-split
3713,0.141,0.506,temporal-split
3714,0.141,0.506,temporal-split
3715,0.141,0.506,temporal-split
3716,0.141,0.506,temporal-split
3717,0.141,0.507,temporal-split
3718,0.141,0.507,temporal-split
3719,0.141,0.507,temporal-split
3720,0.141,0.507,temporal-split
3691,0.14,0.504,temporal-split
3690,0.14,0.504,temporal-split
3689,0.14,0.504,temporal-split
3688,0.14,0.504,temporal-split
3658,0.138,0.501,temporal-split
3659,0.138,0.501,temporal-split
3660,0.138,0.501,temporal-split
3661,0.138,0.501,temporal-split
3662,0.138,0.501,temporal-split
3663,0.138,0.501,temporal-split
3664,0.138,0.501,temporal-split
3665,0.138,0.501,temporal-split
3666,0.138,0.501,temporal-split
3667,0.138,0.502,temporal-split
3668,0.139,0.502,temporal-split
3669,0.139,0.502,temporal-split
3670,0.139,0.502,temporal-split
3671,0.139,0.502,temporal-split
3721,0.141,0.507,temporal-split
3672,0.139,0.502,temporal-split
3674,0.139,0.502,temporal-split
3675,0.139,0.502,temporal-split
3676,0.139,0.502,temporal-split
3677,0.139,0.503,temporal-split
3678,0.139,0.503,temporal-split
3679,0.139,0.503,temporal-split
3680,0.139,0.503,temporal-split
3681,0.139,0.503,temporal-split
3682,0.14,0.503,temporal-split
3683,0.14,0.503,temporal-split
3684,0.14,0.503,temporal-split
3685,0.14,0.503,temporal-split
3686,0.14,0.503,temporal-split
3687,0.14,0.504,temporal-split
3673,0.139,0.502,temporal-split
3722,0.141,0.507,temporal-split
3723,0.141,0.507,temporal-split
3724,0.141,0.507,temporal-split
3759,0.143,0.512,temporal-split
3760,0.143,0.512,temporal-split
3761,0.143,0.512,temporal-split
3762,0.143,0.512,temporal-split
3763,0.143,0.512,temporal-split
3764,0.143,0.512,temporal-split
3765,0.143,0.512,temporal-split
3766,0.143,0.512,temporal-split
3767,0.143,0.512,temporal-split
3768,0.143,0.512,temporal-split
3769,0.143,0.513,temporal-split
3770,0.143,0.513,temporal-split
3771,0.143,0.513,temporal-split
3772,0.144,0.513,temporal-split
3758,0.143,0.511,temporal-split
3773,0.144,0.513,temporal-split
3775,0.144,0.513,temporal-split
3776,0.144,0.513,temporal-split
3777,0.144,0.513,temporal-split
3778,0.144,0.513,temporal-split
3779,0.144,0.514,temporal-split
3780,0.144,0.514,temporal-split
3781,0.144,0.514,temporal-split
3782,0.144,0.514,temporal-split
3783,0.144,0.514,temporal-split
3784,0.144,0.514,temporal-split
3785,0.144,0.514,temporal-split
3786,0.144,0.514,temporal-split
3787,0.144,0.514,temporal-split
3788,0.144,0.514,temporal-split
3774,0.144,0.513,temporal-split
3657,0.138,0.501,temporal-split
3757,0.143,0.511,temporal-split
3755,0.143,0.511,temporal-split
3725,0.141,0.508,temporal-split
3726,0.142,0.508,temporal-split
3727,0.142,0.508,temporal-split
3728,0.142,0.508,temporal-split
3729,0.142,0.508,temporal-split
3730,0.142,0.508,temporal-split
3731,0.142,0.508,temporal-split
3732,0.142,0.508,temporal-split
3733,0.142,0.509,temporal-split
3734,0.142,0.509,temporal-split
3735,0.142,0.509,temporal-split
3736,0.142,0.509,temporal-split
3737,0.142,0.509,temporal-split
3738,0.142,0.509,temporal-split
3756,0.143,0.511,temporal-split
3739,0.142,0.509,temporal-split
3741,0.142,0.51,temporal-split
3742,0.142,0.51,temporal-split
3743,0.142,0.51,temporal-split
3744,0.142,0.51,temporal-split
3745,0.142,0.51,temporal-split
3746,0.142,0.51,temporal-split
3747,0.142,0.51,temporal-split
3748,0.142,0.51,temporal-split
3749,0.142,0.51,temporal-split
3750,0.143,0.51,temporal-split
3751,0.143,0.511,temporal-split
3752,0.143,0.511,temporal-split
3753,0.143,0.511,temporal-split
3754,0.143,0.511,temporal-split
3740,0.142,0.509,temporal-split
3656,0.138,0.5,temporal-split
3655,0.138,0.5,temporal-split
3654,0.138,0.5,temporal-split
3556,0.133,0.491,temporal-split
3557,0.133,0.491,temporal-split
3558,0.133,0.491,temporal-split
3559,0.133,0.491,temporal-split
3560,0.133,0.491,temporal-split
3561,0.133,0.492,temporal-split
3562,0.133,0.492,temporal-split
3563,0.133,0.492,temporal-split
3564,0.133,0.492,temporal-split
3565,0.133,0.492,temporal-split
3566,0.134,0.492,temporal-split
3567,0.134,0.492,temporal-split
3568,0.134,0.492,temporal-split
3569,0.134,0.492,temporal-split
3555,0.133,0.491,temporal-split
3570,0.134,0.492,temporal-split
3572,0.134,0.492,temporal-split
3573,0.134,0.493,temporal-split
3574,0.134,0.493,temporal-split
3575,0.134,0.493,temporal-split
3576,0.134,0.493,temporal-split
3577,0.134,0.493,temporal-split
3578,0.134,0.493,temporal-split
3579,0.134,0.493,temporal-split
3580,0.135,0.493,temporal-split
3581,0.135,0.493,temporal-split
3582,0.135,0.493,temporal-split
3583,0.135,0.493,temporal-split
3584,0.135,0.493,temporal-split
3585,0.135,0.494,temporal-split
3571,0.134,0.492,temporal-split
3586,0.135,0.494,temporal-split
3554,0.133,0.491,temporal-split
3552,0.132,0.491,temporal-split
3522,0.131,0.487,temporal-split
3523,0.131,0.488,temporal-split
3524,0.131,0.488,temporal-split
3525,0.131,0.488,temporal-split
3526,0.131,0.488,temporal-split
3527,0.131,0.488,temporal-split
3528,0.131,0.488,temporal-split
3529,0.131,0.488,temporal-split
3530,0.132,0.488,temporal-split
3531,0.132,0.489,temporal-split
3532,0.132,0.489,temporal-split
3533,0.132,0.489,temporal-split
3534,0.132,0.489,temporal-split
3535,0.132,0.489,temporal-split
3553,0.132,0.491,temporal-split
3536,0.132,0.489,temporal-split
3538,0.132,0.489,temporal-split
3539,0.132,0.489,temporal-split
3540,0.132,0.489,temporal-split
3541,0.132,0.49,temporal-split
3542,0.132,0.49,temporal-split
3543,0.132,0.49,temporal-split
3544,0.132,0.49,temporal-split
3545,0.132,0.49,temporal-split
3546,0.132,0.49,temporal-split
3547,0.132,0.49,temporal-split
3548,0.132,0.49,temporal-split
3549,0.132,0.49,temporal-split
3550,0.132,0.49,temporal-split
3551,0.132,0.491,temporal-split
3537,0.132,0.489,temporal-split
3520,0.131,0.487,temporal-split
3587,0.135,0.494,temporal-split
3589,0.135,0.494,temporal-split
3624,0.137,0.498,temporal-split
3625,0.137,0.498,temporal-split
3626,0.137,0.498,temporal-split
3627,0.137,0.498,temporal-split
3628,0.137,0.498,temporal-split
3629,0.137,0.498,temporal-split
3630,0.137,0.498,temporal-split
3631,0.137,0.498,temporal-split
3632,0.137,0.498,temporal-split
3633,0.137,0.498,temporal-split
3634,0.137,0.498,temporal-split
3635,0.137,0.499,temporal-split
3636,0.137,0.499,temporal-split
3637,0.137,0.499,temporal-split
3623,0.137,0.498,temporal-split
3638,0.137,0.499,temporal-split
3640,0.137,0.499,temporal-split
3641,0.137,0.499,temporal-split
3642,0.138,0.499,temporal-split
3643,0.138,0.499,temporal-split
3644,0.138,0.499,temporal-split
3645,0.138,0.5,temporal-split
3646,0.138,0.5,temporal-split
3647,0.138,0.5,temporal-split
3648,0.138,0.5,temporal-split
3649,0.138,0.5,temporal-split
3650,0.138,0.5,temporal-split
3651,0.138,0.5,temporal-split
3652,0.138,0.5,temporal-split
3653,0.138,0.5,temporal-split
3639,0.137,0.499,temporal-split
3588,0.135,0.494,temporal-split
3622,0.137,0.497,temporal-split
3620,0.137,0.497,temporal-split
3590,0.135,0.494,temporal-split
3591,0.135,0.494,temporal-split
3592,0.135,0.494,temporal-split
3593,0.135,0.494,temporal-split
3594,0.136,0.494,temporal-split
3595,0.136,0.495,temporal-split
3596,0.136,0.495,temporal-split
3597,0.136,0.495,temporal-split
3598,0.136,0.495,temporal-split
3599,0.136,0.495,temporal-split
3600,0.136,0.495,temporal-split
3601,0.136,0.495,temporal-split
3602,0.136,0.495,temporal-split
3603,0.136,0.495,temporal-split
3621,0.137,0.497,temporal-split
3604,0.136,0.495,temporal-split
3606,0.136,0.495,temporal-split
3607,0.136,0.496,temporal-split
3608,0.136,0.496,temporal-split
3609,0.136,0.496,temporal-split
3610,0.136,0.496,temporal-split
3611,0.136,0.496,temporal-split
3612,0.136,0.496,temporal-split
3613,0.136,0.496,temporal-split
3614,0.136,0.496,temporal-split
3615,0.136,0.497,temporal-split
3616,0.136,0.497,temporal-split
3617,0.136,0.497,temporal-split
3618,0.137,0.497,temporal-split
3619,0.137,0.497,temporal-split
3605,0.136,0.495,temporal-split
2166,0.07,0.344,temporal-split
2165,0.07,0.344,temporal-split
2164,0.07,0.344,temporal-split
712,0.017,0.172,temporal-split
713,0.017,0.172,temporal-split
714,0.017,0.172,temporal-split
715,0.017,0.172,temporal-split
716,0.017,0.172,temporal-split
717,0.017,0.172,temporal-split
718,0.017,0.172,temporal-split
719,0.017,0.172,temporal-split
720,0.017,0.173,temporal-split
721,0.017,0.173,temporal-split
722,0.017,0.173,temporal-split
723,0.017,0.173,temporal-split
724,0.017,0.174,temporal-split
725,0.017,0.174,temporal-split
726,0.017,0.174,temporal-split
727,0.017,0.174,temporal-split
728,0.017,0.175,temporal-split
729,0.017,0.175,temporal-split
730,0.017,0.175,temporal-split
731,0.017,0.175,temporal-split
732,0.017,0.175,temporal-split
733,0.017,0.175,temporal-split
734,0.017,0.175,temporal-split
735,0.017,0.175,temporal-split
736,0.017,0.176,temporal-split
737,0.017,0.176,temporal-split
738,0.017,0.176,temporal-split
739,0.018,0.176,temporal-split
740,0.018,0.176,temporal-split
711,0.017,0.171,temporal-split
710,0.017,0.171,temporal-split
709,0.017,0.171,temporal-split
708,0.017,0.171,temporal-split
678,0.016,0.166,temporal-split
679,0.016,0.166,temporal-split
680,0.016,0.167,temporal-split
681,0.016,0.167,temporal-split
682,0.016,0.168,temporal-split
683,0.016,0.168,temporal-split
684,0.016,0.168,temporal-split
685,0.016,0.168,temporal-split
686,0.016,0.168,temporal-split
687,0.016,0.168,temporal-split
688,0.016,0.169,temporal-split
689,0.016,0.169,temporal-split
690,0.016,0.169,temporal-split
691,0.016,0.169,temporal-split
741,0.018,0.176,temporal-split
692,0.016,0.169,temporal-split
694,0.016,0.17,temporal-split
695,0.016,0.17,temporal-split
696,0.016,0.17,temporal-split
697,0.016,0.17,temporal-split
698,0.016,0.17,temporal-split
699,0.016,0.17,temporal-split
700,0.016,0.17,temporal-split
701,0.016,0.17,temporal-split
702,0.016,0.17,temporal-split
703,0.016,0.17,temporal-split
704,0.016,0.171,temporal-split
705,0.016,0.171,temporal-split
706,0.016,0.171,temporal-split
707,0.017,0.171,temporal-split
693,0.016,0.169,temporal-split
742,0.018,0.177,temporal-split
743,0.018,0.177,temporal-split
744,0.018,0.177,temporal-split
779,0.019,0.181,temporal-split
780,0.019,0.182,temporal-split
781,0.019,0.182,temporal-split
782,0.019,0.182,temporal-split
783,0.019,0.182,temporal-split
784,0.019,0.182,temporal-split
785,0.019,0.182,temporal-split
786,0.019,0.182,temporal-split
787,0.019,0.182,temporal-split
788,0.019,0.183,temporal-split
789,0.019,0.183,temporal-split
790,0.019,0.183,temporal-split
791,0.019,0.183,temporal-split
792,0.019,0.183,temporal-split
778,0.019,0.181,temporal-split
793,0.019,0.183,temporal-split
795,0.019,0.183,temporal-split
796,0.019,0.184,temporal-split
797,0.019,0.184,temporal-split
798,0.019,0.184,temporal-split
799,0.019,0.184,temporal-split
800,0.019,0.184,temporal-split
801,0.019,0.184,temporal-split
802,0.019,0.185,temporal-split
803,0.019,0.185,temporal-split
804,0.019,0.185,temporal-split
805,0.019,0.185,temporal-split
806,0.019,0.185,temporal-split
807,0.019,0.185,temporal-split
808,0.019,0.185,temporal-split
794,0.019,0.183,temporal-split
677,0.016,0.166,temporal-split
777,0.019,0.181,temporal-split
775,0.019,0.181,temporal-split
745,0.018,0.177,temporal-split
746,0.018,0.177,temporal-split
747,0.018,0.177,temporal-split
748,0.018,0.177,temporal-split
749,0.018,0.177,temporal-split
750,0.018,0.178,temporal-split
751,0.018,0.178,temporal-split
752,0.018,0.178,temporal-split
753,0.018,0.178,temporal-split
754,0.018,0.178,temporal-split
755,0.018,0.178,temporal-split
756,0.018,0.178,temporal-split
757,0.018,0.178,temporal-split
758,0.018,0.179,temporal-split
776,0.019,0.181,temporal-split
759,0.018,0.179,temporal-split
761,0.018,0.179,temporal-split
762,0.018,0.179,temporal-split
763,0.018,0.179,temporal-split
764,0.018,0.18,temporal-split
765,0.018,0.18,temporal-split
766,0.018,0.18,temporal-split
767,0.018,0.18,temporal-split
768,0.018,0.18,temporal-split
769,0.018,0.18,temporal-split
770,0.018,0.18,temporal-split
771,0.018,0.18,temporal-split
772,0.018,0.181,temporal-split
773,0.018,0.181,temporal-split
774,0.018,0.181,temporal-split
760,0.018,0.179,temporal-split
809,0.019,0.185,temporal-split
676,0.016,0.166,temporal-split
674,0.015,0.166,temporal-split
577,0.012,0.154,temporal-split
578,0.012,0.154,temporal-split
579,0.012,0.154,temporal-split
580,0.012,0.154,temporal-split
581,0.012,0.154,temporal-split
582,0.012,0.155,temporal-split
583,0.012,0.155,temporal-split
584,0.012,0.155,temporal-split
585,0.013,0.155,temporal-split
586,0.013,0.155,temporal-split
587,0.013,0.155,temporal-split
588,0.013,0.155,temporal-split
589,0.013,0.155,temporal-split
590,0.013,0.156,temporal-split
591,0.013,0.156,temporal-split
592,0.013,0.156,temporal-split
593,0.013,0.156,temporal-split
594,0.013,0.156,temporal-split
595,0.013,0.156,temporal-split
596,0.013,0.156,temporal-split
597,0.013,0.156,temporal-split
598,0.013,0.156,temporal-split
599,0.013,0.156,temporal-split
600,0.013,0.157,temporal-split
601,0.013,0.157,temporal-split
602,0.013,0.157,temporal-split
603,0.013,0.157,temporal-split
604,0.013,0.157,temporal-split
605,0.013,0.157,temporal-split
576,0.012,0.154,temporal-split
575,0.012,0.154,temporal-split
574,0.012,0.154,temporal-split
573,0.012,0.154,temporal-split
543,0.011,0.15,temporal-split
544,0.011,0.15,temporal-split
545,0.011,0.15,temporal-split
546,0.011,0.15,temporal-split
547,0.011,0.15,temporal-split
548,0.011,0.15,temporal-split
549,0.011,0.15,temporal-split
550,0.011,0.15,temporal-split
551,0.012,0.15,temporal-split
552,0.012,0.151,temporal-split
553,0.012,0.151,temporal-split
554,0.012,0.151,temporal-split
555,0.012,0.151,temporal-split
556,0.012,0.151,temporal-split
606,0.013,0.158,temporal-split
557,0.012,0.151,temporal-split
559,0.012,0.151,temporal-split
560,0.012,0.152,temporal-split
561,0.012,0.152,temporal-split
562,0.012,0.152,temporal-split
563,0.012,0.152,temporal-split
564,0.012,0.152,temporal-split
565,0.012,0.152,temporal-split
566,0.012,0.153,temporal-split
567,0.012,0.153,temporal-split
568,0.012,0.153,temporal-split
569,0.012,0.153,temporal-split
570,0.012,0.153,temporal-split
571,0.012,0.153,temporal-split
572,0.012,0.154,temporal-split
558,0.012,0.151,temporal-split
607,0.013,0.158,temporal-split
608,0.013,0.158,temporal-split
609,0.013,0.158,temporal-split
644,0.015,0.163,temporal-split
645,0.015,0.163,temporal-split
646,0.015,0.163,temporal-split
647,0.015,0.163,temporal-split
648,0.015,0.163,temporal-split
649,0.015,0.163,temporal-split
650,0.015,0.163,temporal-split
651,0.015,0.163,temporal-split
652,0.015,0.163,temporal-split
653,0.015,0.163,temporal-split
654,0.015,0.164,temporal-split
655,0.015,0.164,temporal-split
656,0.015,0.164,temporal-split
657,0.015,0.164,temporal-split
643,0.015,0.162,temporal-split
658,0.015,0.164,temporal-split
660,0.015,0.164,temporal-split
661,0.015,0.164,temporal-split
662,0.015,0.164,temporal-split
663,0.015,0.164,temporal-split
664,0.015,0.164,temporal-split
665,0.015,0.164,temporal-split
666,0.015,0.165,temporal-split
667,0.015,0.165,temporal-split
668,0.015,0.165,temporal-split
669,0.015,0.165,temporal-split
670,0.015,0.165,temporal-split
671,0.015,0.165,temporal-split
672,0.015,0.165,temporal-split
673,0.015,0.165,temporal-split
659,0.015,0.164,temporal-split
675,0.016,0.166,temporal-split
642,0.014,0.162,temporal-split
640,0.014,0.162,temporal-split
610,0.013,0.158,temporal-split
611,0.013,0.158,temporal-split
612,0.013,0.158,temporal-split
613,0.014,0.158,temporal-split
614,0.014,0.159,temporal-split
615,0.014,0.159,temporal-split
616,0.014,0.159,temporal-split
617,0.014,0.159,temporal-split
618,0.014,0.159,temporal-split
619,0.014,0.159,temporal-split
620,0.014,0.159,temporal-split
621,0.014,0.159,temporal-split
622,0.014,0.16,temporal-split
623,0.014,0.16,temporal-split
641,0.014,0.162,temporal-split
624,0.014,0.16,temporal-split
626,0.014,0.16,temporal-split
627,0.014,0.16,temporal-split
628,0.014,0.161,temporal-split
629,0.014,0.161,temporal-split
630,0.014,0.161,temporal-split
631,0.014,0.161,temporal-split
632,0.014,0.161,temporal-split
633,0.014,0.161,temporal-split
634,0.014,0.162,temporal-split
635,0.014,0.162,temporal-split
636,0.014,0.162,temporal-split
637,0.014,0.162,temporal-split
638,0.014,0.162,temporal-split
639,0.014,0.162,temporal-split
625,0.014,0.16,temporal-split
810,0.019,0.186,temporal-split
811,0.019,0.186,temporal-split
812,0.019,0.186,temporal-split
983,0.025,0.206,temporal-split
984,0.025,0.206,temporal-split
985,0.025,0.207,temporal-split
986,0.025,0.207,temporal-split
987,0.025,0.207,temporal-split
988,0.025,0.207,temporal-split
989,0.025,0.207,temporal-split
990,0.025,0.207,temporal-split
991,0.025,0.208,temporal-split
992,0.025,0.208,temporal-split
993,0.025,0.209,temporal-split
994,0.025,0.209,temporal-split
995,0.025,0.209,temporal-split
996,0.025,0.209,temporal-split
997,0.025,0.209,temporal-split
998,0.025,0.209,temporal-split
999,0.025,0.209,temporal-split
1000,0.025,0.209,temporal-split
1001,0.025,0.209,temporal-split
1002,0.025,0.209,temporal-split
1003,0.025,0.209,temporal-split
1004,0.026,0.209,temporal-split
1005,0.026,0.21,temporal-split
1006,0.026,0.21,temporal-split
1007,0.026,0.21,temporal-split
1008,0.026,0.21,temporal-split
1009,0.026,0.21,temporal-split
1010,0.026,0.21,temporal-split
1011,0.026,0.21,temporal-split
982,0.025,0.206,temporal-split
981,0.025,0.206,temporal-split
980,0.025,0.205,temporal-split
979,0.025,0.205,temporal-split
949,0.024,0.202,temporal-split
950,0.024,0.202,temporal-split
951,0.024,0.202,temporal-split
952,0.024,0.202,temporal-split
953,0.024,0.202,temporal-split
954,0.024,0.202,temporal-split
955,0.024,0.203,temporal-split
956,0.024,0.203,temporal-split
957,0.024,0.203,temporal-split
958,0.024,0.203,temporal-split
959,0.024,0.203,temporal-split
960,0.024,0.203,temporal-split
961,0.024,0.203,temporal-split
962,0.024,0.203,temporal-split
1012,0.026,0.21,temporal-split
963,0.024,0.204,temporal-split
965,0.024,0.204,temporal-split
966,0.025,0.204,temporal-split
967,0.025,0.204,temporal-split
968,0.025,0.204,temporal-split
969,0.025,0.204,temporal-split
970,0.025,0.204,temporal-split
971,0.025,0.204,temporal-split
