,fpr,tpr,trial
17879,0.129,0.592,random-split
17880,0.129,0.592,random-split
17881,0.129,0.592,random-split
17882,0.129,0.592,random-split
17883,0.129,0.592,random-split
17884,0.129,0.592,random-split
17885,0.129,0.592,random-split
17886,0.129,0.593,random-split
17887,0.129,0.593,random-split
17888,0.129,0.593,random-split
17801,0.124,0.583,random-split
17919,0.131,0.596,random-split
17800,0.124,0.583,random-split
17798,0.123,0.582,random-split
17711,0.118,0.572,random-split
17712,0.118,0.572,random-split
17713,0.118,0.572,random-split
17714,0.118,0.573,random-split
17715,0.118,0.573,random-split
17716,0.118,0.573,random-split
17717,0.118,0.573,random-split
17718,0.118,0.573,random-split
17719,0.119,0.573,random-split
17720,0.119,0.573,random-split
17721,0.119,0.573,random-split
17722,0.119,0.574,random-split
17710,0.118,0.572,random-split
17723,0.119,0.574,random-split
17725,0.119,0.574,random-split
17726,0.119,0.574,random-split
17727,0.12,0.574,random-split
17728,0.12,0.575,random-split
17729,0.12,0.575,random-split
17730,0.12,0.575,random-split
17731,0.12,0.575,random-split
17732,0.12,0.575,random-split
17733,0.12,0.575,random-split
17734,0.12,0.575,random-split
17735,0.12,0.575,random-split
17736,0.12,0.575,random-split
17724,0.119,0.574,random-split
17737,0.12,0.575,random-split
17709,0.118,0.572,random-split
17707,0.118,0.572,random-split
17681,0.117,0.568,random-split
17682,0.117,0.569,random-split
17683,0.117,0.569,random-split
17684,0.117,0.569,random-split
17685,0.117,0.569,random-split
17686,0.117,0.569,random-split
17687,0.117,0.569,random-split
17688,0.117,0.569,random-split
17689,0.117,0.569,random-split
17690,0.117,0.57,random-split
17691,0.117,0.57,random-split
17692,0.117,0.57,random-split
17708,0.118,0.572,random-split
17693,0.118,0.57,random-split
17695,0.118,0.571,random-split
17696,0.118,0.571,random-split
17697,0.118,0.571,random-split
17698,0.118,0.571,random-split
17699,0.118,0.571,random-split
17700,0.118,0.571,random-split
17701,0.118,0.571,random-split
17702,0.118,0.571,random-split
17703,0.118,0.571,random-split
17704,0.118,0.572,random-split
17705,0.118,0.572,random-split
17706,0.118,0.572,random-split
17694,0.118,0.571,random-split
17738,0.12,0.576,random-split
17739,0.12,0.576,random-split
17740,0.12,0.576,random-split
17772,0.122,0.579,random-split
17773,0.122,0.579,random-split
17774,0.122,0.58,random-split
17775,0.122,0.58,random-split
17776,0.122,0.58,random-split
17777,0.122,0.58,random-split
17778,0.122,0.58,random-split
17779,0.122,0.58,random-split
17780,0.122,0.58,random-split
17781,0.122,0.58,random-split
17782,0.122,0.581,random-split
17783,0.122,0.581,random-split
17771,0.122,0.579,random-split
17784,0.122,0.581,random-split
17786,0.122,0.581,random-split
17787,0.122,0.581,random-split
17788,0.122,0.581,random-split
17789,0.123,0.581,random-split
17790,0.123,0.581,random-split
17791,0.123,0.581,random-split
17792,0.123,0.582,random-split
17793,0.123,0.582,random-split
17794,0.123,0.582,random-split
17795,0.123,0.582,random-split
17796,0.123,0.582,random-split
17797,0.123,0.582,random-split
17785,0.122,0.581,random-split
17770,0.122,0.579,random-split
17769,0.122,0.579,random-split
17768,0.122,0.579,random-split
17741,0.12,0.576,random-split
17742,0.12,0.576,random-split
17743,0.12,0.576,random-split
17744,0.12,0.576,random-split
17745,0.12,0.576,random-split
17746,0.12,0.577,random-split
17747,0.121,0.577,random-split
17748,0.121,0.577,random-split
17749,0.121,0.577,random-split
17750,0.121,0.577,random-split
17751,0.121,0.577,random-split
17752,0.121,0.577,random-split
17753,0.121,0.577,random-split
17754,0.121,0.578,random-split
17755,0.121,0.578,random-split
17756,0.121,0.578,random-split
17757,0.121,0.578,random-split
17758,0.121,0.578,random-split
17759,0.121,0.578,random-split
17760,0.121,0.578,random-split
17761,0.121,0.578,random-split
17762,0.121,0.578,random-split
17763,0.121,0.578,random-split
17764,0.121,0.579,random-split
17765,0.122,0.579,random-split
17766,0.122,0.579,random-split
17767,0.122,0.579,random-split
17799,0.124,0.582,random-split
17679,0.117,0.568,random-split
17920,0.131,0.597,random-split
17922,0.131,0.597,random-split
18074,0.141,0.617,random-split
18075,0.141,0.617,random-split
18076,0.141,0.617,random-split
18077,0.141,0.617,random-split
18078,0.141,0.617,random-split
18079,0.141,0.617,random-split
18080,0.141,0.617,random-split
18081,0.142,0.617,random-split
18082,0.142,0.618,random-split
18083,0.142,0.618,random-split
18084,0.142,0.618,random-split
18085,0.142,0.618,random-split
18073,0.141,0.616,random-split
18086,0.142,0.618,random-split
18088,0.142,0.618,random-split
18089,0.142,0.618,random-split
18090,0.142,0.619,random-split
18091,0.142,0.619,random-split
18092,0.142,0.619,random-split
18093,0.142,0.619,random-split
18094,0.142,0.619,random-split
18095,0.142,0.619,random-split
18096,0.142,0.619,random-split
18097,0.142,0.619,random-split
18098,0.142,0.62,random-split
18099,0.143,0.62,random-split
18087,0.142,0.618,random-split
18100,0.143,0.62,random-split
18072,0.141,0.616,random-split
18070,0.141,0.616,random-split
18044,0.139,0.611,random-split
18045,0.14,0.611,random-split
18046,0.14,0.611,random-split
18047,0.14,0.611,random-split
18048,0.14,0.612,random-split
18049,0.14,0.612,random-split
18050,0.14,0.612,random-split
18051,0.14,0.612,random-split
18052,0.14,0.613,random-split
18053,0.14,0.613,random-split
18054,0.14,0.613,random-split
18055,0.14,0.613,random-split
18071,0.141,0.616,random-split
18056,0.14,0.613,random-split
18058,0.14,0.613,random-split
18059,0.14,0.613,random-split
18060,0.14,0.614,random-split
18061,0.14,0.614,random-split
18062,0.14,0.614,random-split
18063,0.14,0.614,random-split
18064,0.14,0.614,random-split
18065,0.14,0.614,random-split
18066,0.14,0.614,random-split
18067,0.141,0.614,random-split
18068,0.141,0.616,random-split
18069,0.141,0.616,random-split
18057,0.14,0.613,random-split
18101,0.143,0.62,random-split
18102,0.143,0.62,random-split
18103,0.143,0.62,random-split
18135,0.145,0.625,random-split
18136,0.146,0.625,random-split
18137,0.146,0.625,random-split
18138,0.146,0.625,random-split
18139,0.146,0.625,random-split
18140,0.146,0.625,random-split
18141,0.146,0.625,random-split
18142,0.146,0.625,random-split
18143,0.146,0.626,random-split
18144,0.147,0.626,random-split
18145,0.147,0.626,random-split
18146,0.147,0.626,random-split
18134,0.145,0.624,random-split
18147,0.147,0.626,random-split
18149,0.147,0.626,random-split
18150,0.147,0.626,random-split
18151,0.147,0.627,random-split
18152,0.147,0.627,random-split
18153,0.147,0.627,random-split
18154,0.147,0.627,random-split
18155,0.147,0.627,random-split
18156,0.147,0.627,random-split
18157,0.147,0.627,random-split
18158,0.148,0.627,random-split
18159,0.148,0.628,random-split
18160,0.148,0.628,random-split
18148,0.147,0.626,random-split
18133,0.145,0.624,random-split
18132,0.145,0.624,random-split
18131,0.145,0.624,random-split
18104,0.143,0.621,random-split
18105,0.143,0.621,random-split
18106,0.143,0.621,random-split
18107,0.143,0.621,random-split
18108,0.143,0.621,random-split
18109,0.143,0.621,random-split
18110,0.143,0.622,random-split
18111,0.144,0.622,random-split
18112,0.144,0.622,random-split
18113,0.144,0.622,random-split
18114,0.144,0.622,random-split
18115,0.144,0.622,random-split
18116,0.144,0.622,random-split
18117,0.144,0.623,random-split
18118,0.144,0.623,random-split
18119,0.144,0.623,random-split
18120,0.144,0.623,random-split
18121,0.144,0.623,random-split
18122,0.145,0.623,random-split
18123,0.145,0.623,random-split
18124,0.145,0.623,random-split
18125,0.145,0.624,random-split
18126,0.145,0.624,random-split
18127,0.145,0.624,random-split
18128,0.145,0.624,random-split
18129,0.145,0.624,random-split
18130,0.145,0.624,random-split
18043,0.139,0.611,random-split
17921,0.131,0.597,random-split
18042,0.139,0.611,random-split
18040,0.139,0.611,random-split
17953,0.133,0.6,random-split
17954,0.133,0.6,random-split
17955,0.134,0.6,random-split
17956,0.134,0.601,random-split
17957,0.134,0.601,random-split
17958,0.134,0.601,random-split
17959,0.134,0.601,random-split
17960,0.134,0.601,random-split
17961,0.135,0.601,random-split
17962,0.135,0.602,random-split
17963,0.135,0.602,random-split
17964,0.135,0.602,random-split
17952,0.133,0.6,random-split
17965,0.135,0.602,random-split
17967,0.135,0.602,random-split
17968,0.135,0.602,random-split
17969,0.135,0.602,random-split
17970,0.135,0.603,random-split
17971,0.135,0.603,random-split
17972,0.135,0.603,random-split
17973,0.135,0.603,random-split
17974,0.135,0.603,random-split
17975,0.135,0.603,random-split
17976,0.135,0.603,random-split
17977,0.135,0.603,random-split
17978,0.135,0.603,random-split
17966,0.135,0.602,random-split
17979,0.135,0.603,random-split
17951,0.133,0.6,random-split
17949,0.133,0.6,random-split
17923,0.132,0.597,random-split
17924,0.132,0.597,random-split
17925,0.132,0.597,random-split
17926,0.132,0.597,random-split
17927,0.132,0.597,random-split
17928,0.132,0.597,random-split
17929,0.132,0.597,random-split
17930,0.132,0.598,random-split
17931,0.132,0.598,random-split
17932,0.132,0.598,random-split
17933,0.132,0.598,random-split
17934,0.132,0.598,random-split
17950,0.133,0.6,random-split
17935,0.132,0.598,random-split
17937,0.132,0.599,random-split
17938,0.132,0.599,random-split
17939,0.132,0.599,random-split
17940,0.132,0.599,random-split
17941,0.132,0.599,random-split
17942,0.132,0.599,random-split
17943,0.132,0.599,random-split
17944,0.132,0.599,random-split
17945,0.132,0.599,random-split
17946,0.132,0.6,random-split
17947,0.132,0.6,random-split
17948,0.132,0.6,random-split
17936,0.132,0.599,random-split
17980,0.135,0.604,random-split
17981,0.135,0.604,random-split
17982,0.135,0.604,random-split
18014,0.137,0.608,random-split
18015,0.137,0.608,random-split
18016,0.137,0.608,random-split
18017,0.138,0.608,random-split
18018,0.138,0.608,random-split
18019,0.138,0.608,random-split
18020,0.138,0.609,random-split
18021,0.138,0.609,random-split
18022,0.138,0.609,random-split
18023,0.138,0.609,random-split
18024,0.138,0.609,random-split
18025,0.138,0.609,random-split
18013,0.137,0.607,random-split
18026,0.138,0.609,random-split
18028,0.138,0.609,random-split
18029,0.139,0.609,random-split
18030,0.139,0.61,random-split
18031,0.139,0.61,random-split
18032,0.139,0.61,random-split
18033,0.139,0.61,random-split
18034,0.139,0.61,random-split
18035,0.139,0.61,random-split
18036,0.139,0.61,random-split
18037,0.139,0.61,random-split
18038,0.139,0.611,random-split
18039,0.139,0.611,random-split
18027,0.138,0.609,random-split
18012,0.137,0.607,random-split
18011,0.137,0.607,random-split
18010,0.137,0.607,random-split
17983,0.136,0.604,random-split
17984,0.136,0.604,random-split
17985,0.136,0.604,random-split
17986,0.136,0.605,random-split
17987,0.136,0.605,random-split
17988,0.136,0.605,random-split
17989,0.136,0.605,random-split
17990,0.136,0.605,random-split
17991,0.136,0.605,random-split
17992,0.136,0.605,random-split
17993,0.136,0.605,random-split
17994,0.136,0.606,random-split
17995,0.136,0.606,random-split
17996,0.136,0.606,random-split
17997,0.136,0.606,random-split
17998,0.136,0.606,random-split
17999,0.136,0.606,random-split
18000,0.136,0.606,random-split
18001,0.136,0.606,random-split
18002,0.136,0.606,random-split
18003,0.137,0.606,random-split
18004,0.137,0.607,random-split
18005,0.137,0.607,random-split
18006,0.137,0.607,random-split
18007,0.137,0.607,random-split
18008,0.137,0.607,random-split
18009,0.137,0.607,random-split
18041,0.139,0.611,random-split
18645,0.186,0.687,random-split
16712,0.063,0.435,random-split
16710,0.063,0.435,random-split
15415,0.014,0.237,random-split
15416,0.014,0.237,random-split
15417,0.014,0.237,random-split
15418,0.014,0.237,random-split
15419,0.014,0.237,random-split
15420,0.014,0.238,random-split
15421,0.014,0.238,random-split
15422,0.014,0.238,random-split
15423,0.014,0.238,random-split
15424,0.014,0.238,random-split
15425,0.014,0.238,random-split
15426,0.014,0.239,random-split
15414,0.014,0.237,random-split
15427,0.015,0.239,random-split
15429,0.015,0.239,random-split
15430,0.015,0.239,random-split
15431,0.015,0.239,random-split
15432,0.015,0.24,random-split
15433,0.015,0.24,random-split
15434,0.015,0.24,random-split
15435,0.015,0.24,random-split
15436,0.015,0.241,random-split
15437,0.015,0.241,random-split
15438,0.015,0.241,random-split
15439,0.015,0.241,random-split
15440,0.015,0.241,random-split
15428,0.015,0.239,random-split
15441,0.015,0.241,random-split
15413,0.014,0.236,random-split
15411,0.014,0.236,random-split
15385,0.013,0.231,random-split
15386,0.013,0.231,random-split
15387,0.013,0.231,random-split
15388,0.013,0.231,random-split
15389,0.013,0.231,random-split
15390,0.013,0.232,random-split
15391,0.013,0.232,random-split
15392,0.013,0.232,random-split
15393,0.013,0.232,random-split
15394,0.013,0.232,random-split
15395,0.014,0.232,random-split
15396,0.014,0.233,random-split
15412,0.014,0.236,random-split
15397,0.014,0.233,random-split
15399,0.014,0.233,random-split
15400,0.014,0.234,random-split
15401,0.014,0.234,random-split
15402,0.014,0.234,random-split
15403,0.014,0.234,random-split
15404,0.014,0.235,random-split
15405,0.014,0.235,random-split
15406,0.014,0.235,random-split
15407,0.014,0.235,random-split
15408,0.014,0.235,random-split
15409,0.014,0.235,random-split
15410,0.014,0.236,random-split
15398,0.014,0.233,random-split
15384,0.013,0.231,random-split
15442,0.015,0.242,random-split
15444,0.015,0.242,random-split
15475,0.016,0.246,random-split
15476,0.016,0.247,random-split
15477,0.016,0.247,random-split
15478,0.016,0.247,random-split
15479,0.016,0.247,random-split
15480,0.016,0.247,random-split
15481,0.016,0.247,random-split
15482,0.016,0.248,random-split
15483,0.016,0.248,random-split
15484,0.016,0.248,random-split
15485,0.016,0.248,random-split
15486,0.016,0.248,random-split
15474,0.016,0.246,random-split
15487,0.016,0.248,random-split
15489,0.016,0.248,random-split
15490,0.016,0.249,random-split
15491,0.016,0.249,random-split
15492,0.016,0.249,random-split
15493,0.016,0.249,random-split
15494,0.016,0.249,random-split
15495,0.016,0.249,random-split
15496,0.016,0.25,random-split
15497,0.017,0.25,random-split
15498,0.017,0.25,random-split
15499,0.017,0.25,random-split
15500,0.017,0.25,random-split
15488,0.016,0.248,random-split
15443,0.015,0.242,random-split
15473,0.016,0.246,random-split
15471,0.016,0.246,random-split
15445,0.015,0.242,random-split
15446,0.015,0.242,random-split
15447,0.015,0.242,random-split
15448,0.015,0.243,random-split
15449,0.015,0.243,random-split
15450,0.015,0.243,random-split
15451,0.015,0.243,random-split
15452,0.015,0.243,random-split
15453,0.015,0.243,random-split
15454,0.015,0.243,random-split
15455,0.015,0.243,random-split
15456,0.015,0.243,random-split
15472,0.016,0.246,random-split
15457,0.016,0.243,random-split
15459,0.016,0.244,random-split
15460,0.016,0.244,random-split
15461,0.016,0.244,random-split
15462,0.016,0.245,random-split
15463,0.016,0.245,random-split
15464,0.016,0.245,random-split
15465,0.016,0.245,random-split
15466,0.016,0.245,random-split
15467,0.016,0.245,random-split
15468,0.016,0.245,random-split
15469,0.016,0.245,random-split
15470,0.016,0.246,random-split
15458,0.016,0.244,random-split
15383,0.013,0.231,random-split
15382,0.013,0.231,random-split
15381,0.013,0.231,random-split
15294,0.011,0.213,random-split
15295,0.011,0.213,random-split
15296,0.011,0.213,random-split
15297,0.011,0.213,random-split
15298,0.011,0.214,random-split
15299,0.011,0.214,random-split
15300,0.011,0.214,random-split
15301,0.011,0.214,random-split
15302,0.011,0.215,random-split
15303,0.011,0.215,random-split
15304,0.011,0.216,random-split
15305,0.011,0.216,random-split
15293,0.011,0.212,random-split
15306,0.011,0.216,random-split
15308,0.011,0.217,random-split
15309,0.011,0.217,random-split
15310,0.011,0.218,random-split
15311,0.011,0.218,random-split
15312,0.011,0.218,random-split
15313,0.011,0.218,random-split
15314,0.011,0.218,random-split
15315,0.011,0.218,random-split
15316,0.011,0.218,random-split
15317,0.011,0.218,random-split
15318,0.011,0.219,random-split
15319,0.012,0.219,random-split
15307,0.011,0.216,random-split
15320,0.012,0.219,random-split
15292,0.011,0.212,random-split
15290,0.011,0.212,random-split
15264,0.01,0.207,random-split
15265,0.01,0.207,random-split
15266,0.01,0.208,random-split
15267,0.01,0.208,random-split
15268,0.01,0.208,random-split
15269,0.01,0.208,random-split
15270,0.01,0.208,random-split
15271,0.01,0.208,random-split
15272,0.01,0.208,random-split
15273,0.01,0.208,random-split
15274,0.01,0.209,random-split
15275,0.01,0.209,random-split
15291,0.011,0.212,random-split
15276,0.01,0.209,random-split
15278,0.01,0.21,random-split
15279,0.011,0.21,random-split
15280,0.011,0.21,random-split
15281,0.011,0.21,random-split
15282,0.011,0.211,random-split
15283,0.011,0.211,random-split
15284,0.011,0.211,random-split
15285,0.011,0.211,random-split
15286,0.011,0.212,random-split
15287,0.011,0.212,random-split
15288,0.011,0.212,random-split
15289,0.011,0.212,random-split
15277,0.01,0.209,random-split
15321,0.012,0.219,random-split
15322,0.012,0.219,random-split
15323,0.012,0.219,random-split
15355,0.013,0.226,random-split
15356,0.013,0.226,random-split
15357,0.013,0.226,random-split
15358,0.013,0.226,random-split
15359,0.013,0.226,random-split
15360,0.013,0.226,random-split
15361,0.013,0.226,random-split
15362,0.013,0.227,random-split
15363,0.013,0.227,random-split
15364,0.013,0.227,random-split
15365,0.013,0.227,random-split
15366,0.013,0.227,random-split
15354,0.012,0.226,random-split
15367,0.013,0.227,random-split
15369,0.013,0.228,random-split
15370,0.013,0.228,random-split
15371,0.013,0.228,random-split
15372,0.013,0.228,random-split
15373,0.013,0.228,random-split
15374,0.013,0.229,random-split
15375,0.013,0.229,random-split
15376,0.013,0.229,random-split
15377,0.013,0.229,random-split
15378,0.013,0.23,random-split
15379,0.013,0.23,random-split
15380,0.013,0.231,random-split
15368,0.013,0.228,random-split
15353,0.012,0.226,random-split
15352,0.012,0.226,random-split
15351,0.012,0.225,random-split
15324,0.012,0.219,random-split
15325,0.012,0.219,random-split
15326,0.012,0.22,random-split
15327,0.012,0.22,random-split
15328,0.012,0.22,random-split
15329,0.012,0.22,random-split
15330,0.012,0.22,random-split
15331,0.012,0.22,random-split
15332,0.012,0.221,random-split
15333,0.012,0.221,random-split
15334,0.012,0.221,random-split
15335,0.012,0.221,random-split
15336,0.012,0.221,random-split
15337,0.012,0.221,random-split
15338,0.012,0.222,random-split
15339,0.012,0.222,random-split
15340,0.012,0.222,random-split
15341,0.012,0.222,random-split
15342,0.012,0.222,random-split
15343,0.012,0.222,random-split
15344,0.012,0.224,random-split
15345,0.012,0.224,random-split
15346,0.012,0.224,random-split
15347,0.012,0.224,random-split
15348,0.012,0.224,random-split
15349,0.012,0.224,random-split
15350,0.012,0.225,random-split
15501,0.017,0.25,random-split
15502,0.017,0.25,random-split
15503,0.017,0.25,random-split
15504,0.017,0.25,random-split
15656,0.021,0.278,random-split
15657,0.022,0.278,random-split
15658,0.022,0.279,random-split
15659,0.022,0.279,random-split
15660,0.022,0.279,random-split
15661,0.022,0.279,random-split
15662,0.022,0.28,random-split
15663,0.022,0.28,random-split
15664,0.022,0.28,random-split
15665,0.022,0.28,random-split
15666,0.022,0.28,random-split
15667,0.022,0.28,random-split
15655,0.021,0.278,random-split
15668,0.022,0.28,random-split
15670,0.022,0.281,random-split
15671,0.022,0.281,random-split
15672,0.022,0.281,random-split
15673,0.022,0.281,random-split
15674,0.022,0.281,random-split
15675,0.022,0.281,random-split
15676,0.022,0.281,random-split
15677,0.022,0.281,random-split
15678,0.022,0.282,random-split
15679,0.022,0.282,random-split
15680,0.022,0.282,random-split
15681,0.022,0.282,random-split
15669,0.022,0.28,random-split
15682,0.022,0.282,random-split
15654,0.021,0.278,random-split
15652,0.021,0.278,random-split
15626,0.021,0.274,random-split
15627,0.021,0.274,random-split
15628,0.021,0.274,random-split
15629,0.021,0.274,random-split
15630,0.021,0.274,random-split
15631,0.021,0.274,random-split
15632,0.021,0.275,random-split
15633,0.021,0.275,random-split
15634,0.021,0.275,random-split
15635,0.021,0.275,random-split
15636,0.021,0.275,random-split
15637,0.021,0.275,random-split
15653,0.021,0.278,random-split
15638,0.021,0.275,random-split
15640,0.021,0.275,random-split
15641,0.021,0.275,random-split
15642,0.021,0.276,random-split
15643,0.021,0.276,random-split
15644,0.021,0.276,random-split
15645,0.021,0.276,random-split
15646,0.021,0.276,random-split
15647,0.021,0.276,random-split
15648,0.021,0.277,random-split
15649,0.021,0.277,random-split
15650,0.021,0.277,random-split
15651,0.021,0.277,random-split
15639,0.021,0.275,random-split
15683,0.023,0.282,random-split
15684,0.023,0.282,random-split
15685,0.023,0.282,random-split
15717,0.023,0.287,random-split
15718,0.023,0.287,random-split
15719,0.024,0.287,random-split
15720,0.024,0.287,random-split
15721,0.024,0.287,random-split
15722,0.024,0.288,random-split
15723,0.024,0.288,random-split
15724,0.024,0.288,random-split
15725,0.024,0.288,random-split
15726,0.024,0.288,random-split
15727,0.024,0.288,random-split
15728,0.024,0.288,random-split
15716,0.023,0.287,random-split
15729,0.024,0.288,random-split
15731,0.024,0.289,random-split
15732,0.024,0.289,random-split
15733,0.024,0.289,random-split
15734,0.024,0.29,random-split
15735,0.024,0.29,random-split
15736,0.024,0.29,random-split
15737,0.025,0.29,random-split
15738,0.025,0.29,random-split
15739,0.025,0.29,random-split
15740,0.025,0.291,random-split
15741,0.025,0.291,random-split
15742,0.025,0.291,random-split
15730,0.024,0.289,random-split
15715,0.023,0.287,random-split
15714,0.023,0.287,random-split
15713,0.023,0.286,random-split
15686,0.023,0.283,random-split
15687,0.023,0.283,random-split
15688,0.023,0.283,random-split
15689,0.023,0.283,random-split
15690,0.023,0.283,random-split
15691,0.023,0.283,random-split
15692,0.023,0.284,random-split
15693,0.023,0.284,random-split
15694,0.023,0.284,random-split
15695,0.023,0.284,random-split
15696,0.023,0.285,random-split
15697,0.023,0.285,random-split
15698,0.023,0.285,random-split
15699,0.023,0.285,random-split
15700,0.023,0.285,random-split
15701,0.023,0.285,random-split
15702,0.023,0.285,random-split
15703,0.023,0.285,random-split
15704,0.023,0.286,random-split
15705,0.023,0.286,random-split
15706,0.023,0.286,random-split
15707,0.023,0.286,random-split
15708,0.023,0.286,random-split
15709,0.023,0.286,random-split
15710,0.023,0.286,random-split
15711,0.023,0.286,random-split
15712,0.023,0.286,random-split
15625,0.021,0.274,random-split
15263,0.01,0.207,random-split
15624,0.021,0.274,random-split
15622,0.021,0.274,random-split
15535,0.018,0.255,random-split
15536,0.018,0.256,random-split
15537,0.018,0.256,random-split
15538,0.018,0.256,random-split
15539,0.018,0.256,random-split
15540,0.018,0.256,random-split
15541,0.018,0.256,random-split
15542,0.018,0.257,random-split
15543,0.018,0.257,random-split
15544,0.018,0.257,random-split
15545,0.018,0.257,random-split
15546,0.018,0.257,random-split
15534,0.017,0.255,random-split
15547,0.018,0.257,random-split
15549,0.018,0.257,random-split
15550,0.018,0.258,random-split
15551,0.018,0.258,random-split
15552,0.018,0.258,random-split
15553,0.018,0.258,random-split
15554,0.018,0.258,random-split
15555,0.018,0.258,random-split
15556,0.018,0.258,random-split
15557,0.018,0.258,random-split
15558,0.018,0.259,random-split
15559,0.018,0.259,random-split
15560,0.018,0.259,random-split
15548,0.018,0.257,random-split
15561,0.018,0.259,random-split
15533,0.017,0.255,random-split
15531,0.017,0.254,random-split
15505,0.017,0.25,random-split
15506,0.017,0.251,random-split
15507,0.017,0.251,random-split
15508,0.017,0.251,random-split
15509,0.017,0.251,random-split
15510,0.017,0.252,random-split
15511,0.017,0.252,random-split
15512,0.017,0.252,random-split
15513,0.017,0.252,random-split
15514,0.017,0.252,random-split
15515,0.017,0.252,random-split
15516,0.017,0.252,random-split
15532,0.017,0.255,random-split
15517,0.017,0.252,random-split
15519,0.017,0.253,random-split
15520,0.017,0.253,random-split
15521,0.017,0.253,random-split
15522,0.017,0.253,random-split
15523,0.017,0.253,random-split
15524,0.017,0.253,random-split
15525,0.017,0.253,random-split
15526,0.017,0.254,random-split
15527,0.017,0.254,random-split
15528,0.017,0.254,random-split
15529,0.017,0.254,random-split
15530,0.017,0.254,random-split
15518,0.017,0.253,random-split
15562,0.018,0.26,random-split
15563,0.018,0.26,random-split
15564,0.018,0.261,random-split
15596,0.019,0.268,random-split
15597,0.02,0.268,random-split
15598,0.02,0.268,random-split
15599,0.02,0.268,random-split
15600,0.02,0.268,random-split
15601,0.02,0.268,random-split
15602,0.02,0.269,random-split
15603,0.02,0.269,random-split
15604,0.02,0.27,random-split
15605,0.02,0.27,random-split
15606,0.02,0.27,random-split
15607,0.02,0.27,random-split
15595,0.019,0.267,random-split
15608,0.02,0.271,random-split
15610,0.02,0.271,random-split
15611,0.02,0.271,random-split
15612,0.02,0.272,random-split
15613,0.02,0.272,random-split
15614,0.02,0.272,random-split
15615,0.02,0.272,random-split
15616,0.02,0.272,random-split
15617,0.02,0.272,random-split
15618,0.02,0.272,random-split
15619,0.02,0.272,random-split
15620,0.02,0.273,random-split
15621,0.021,0.273,random-split
15609,0.02,0.271,random-split
15594,0.019,0.267,random-split
15593,0.019,0.267,random-split
15592,0.019,0.267,random-split
15565,0.018,0.261,random-split
15566,0.018,0.261,random-split
15567,0.019,0.261,random-split
15568,0.019,0.261,random-split
15569,0.019,0.261,random-split
15570,0.019,0.262,random-split
15571,0.019,0.262,random-split
15572,0.019,0.262,random-split
15573,0.019,0.262,random-split
15574,0.019,0.262,random-split
15575,0.019,0.262,random-split
15576,0.019,0.263,random-split
15577,0.019,0.263,random-split
15578,0.019,0.263,random-split
15579,0.019,0.263,random-split
15580,0.019,0.263,random-split
15581,0.019,0.263,random-split
15582,0.019,0.264,random-split
15583,0.019,0.264,random-split
15584,0.019,0.265,random-split
15585,0.019,0.265,random-split
15586,0.019,0.265,random-split
15587,0.019,0.265,random-split
15588,0.019,0.266,random-split
15589,0.019,0.266,random-split
15590,0.019,0.267,random-split
15591,0.019,0.267,random-split
15623,0.021,0.274,random-split
15262,0.01,0.207,random-split
15261,0.01,0.206,random-split
15260,0.01,0.206,random-split
14931,0.002,0.123,random-split
14932,0.002,0.123,random-split
14933,0.002,0.123,random-split
14934,0.002,0.125,random-split
14935,0.003,0.125,random-split
14936,0.003,0.126,random-split
14937,0.003,0.126,random-split
14938,0.003,0.126,random-split
14939,0.003,0.126,random-split
14940,0.003,0.126,random-split
14941,0.003,0.126,random-split
14942,0.003,0.127,random-split
14930,0.002,0.123,random-split
14943,0.003,0.127,random-split
14945,0.003,0.127,random-split
14946,0.003,0.127,random-split
14947,0.003,0.127,random-split
14948,0.003,0.127,random-split
14949,0.003,0.127,random-split
14950,0.003,0.129,random-split
14951,0.003,0.129,random-split
14952,0.003,0.13,random-split
14953,0.003,0.13,random-split
14954,0.003,0.13,random-split
14955,0.003,0.13,random-split
14956,0.003,0.131,random-split
14944,0.003,0.127,random-split
14957,0.003,0.131,random-split
14929,0.002,0.123,random-split
14927,0.002,0.122,random-split
14901,0.002,0.115,random-split
14902,0.002,0.116,random-split
14903,0.002,0.116,random-split
14904,0.002,0.116,random-split
14905,0.002,0.116,random-split
14906,0.002,0.117,random-split
14907,0.002,0.117,random-split
14908,0.002,0.117,random-split
14909,0.002,0.117,random-split
14910,0.002,0.117,random-split
14911,0.002,0.117,random-split
14912,0.002,0.118,random-split
14928,0.002,0.123,random-split
14913,0.002,0.118,random-split
14915,0.002,0.118,random-split
14916,0.002,0.119,random-split
14917,0.002,0.119,random-split
14918,0.002,0.119,random-split
14919,0.002,0.119,random-split
14920,0.002,0.12,random-split
14921,0.002,0.12,random-split
14922,0.002,0.121,random-split
14923,0.002,0.121,random-split
14924,0.002,0.122,random-split
14925,0.002,0.122,random-split
14926,0.002,0.122,random-split
14914,0.002,0.118,random-split
14958,0.003,0.131,random-split
14959,0.003,0.131,random-split
14960,0.003,0.131,random-split
14992,0.004,0.143,random-split
14993,0.004,0.143,random-split
14994,0.004,0.143,random-split
14995,0.004,0.143,random-split
14996,0.004,0.144,random-split
14997,0.004,0.144,random-split
14998,0.004,0.144,random-split
14999,0.004,0.144,random-split
15000,0.004,0.144,random-split
15001,0.004,0.144,random-split
15002,0.004,0.145,random-split
15003,0.004,0.145,random-split
