,name,pid,date,seed,gamma,node_ip,hostname,trial_id,max_depth,n_samples,reg_alpha,reg_lambda,n_estimators,experiment_id,learning_rate,colsample_bytree,min_child_weight,scale_pos_weight,config/n_estimators,config/scale_pos_weight,_wandb,timestamp,_timestamp,train_set_auc,config/max_depth,config/reg_alpha,config/reg_lambda,training_iteration,config/colsample_bytree,timesteps_since_restore,_runtime,val_set_auc,config/gamma,warmup_time,time_total_s,same_time_test_auc,time_since_restore,iterations_since_restore,_step,time_this_iter_s,config/min_child_weight,temporal_test_auc,config/learning_rate,config/seed,config/n_samples
40,100000samples-42seed,137772,2022-10-01_22-55-50,42,12,192.168.0.13,cn-0007,0b5012f6,8,100000,0.87341430537484,0,250,8941845e08b14c97b9b4a67fc2fb38d1,0.02203042954450506,0.7485112485492755,8,20,250,20,{'runtime': 566},1664679350,1664679350,0.6817098397948529,8,0.87341430537484,0,1,0.7485112485492755,0,566,0.6676218244160457,12,0.00387430191040039,566.4061186313629,0.6706380694261604,566.4061186313629,1,0,566.4061186313629,8,0.6588299746418587,0.02203042954450506,42,100000
41,100000samples-21seed,36226,2022-10-01_22-55-53,21,12,192.168.0.26,cn-0020,7e2ce7a6,12,100000,0.33574600060442594,6,200,a30dc4c7d9c340f49fb804ee88523557,0.012333505291332885,0.9762827121157832,0,20,200,20,{'runtime': 702},1664679353,1664679353,0.5879510187473881,12,0.33574600060442594,6,1,0.9762827121157832,0,702,0.5753502152733682,12,0.0035195350646972656,701.9012162685394,0.5756998062900401,701.9012162685394,1,0,701.9012162685394,0,0.5806407059713438,0.012333505291332885,21,100000
42,100000samples-42seed,137697,2022-10-01_22-51-43,42,12,192.168.0.13,cn-0007,fa5e3cee,4,100000,0.6111847569135519,10,250,53c32534e427448f8aad4b2e224f0d68,0.027532475620480647,0.9302601788173912,4,10,250,10,{'runtime': 474},1664679103,1664679103,0.7423181767957606,4,0.6111847569135519,10,1,0.9302601788173912,0,474,0.7337980921153877,12,0.004052877426147461,474.0834846496582,0.7363437993043991,474.0834846496582,1,0,474.0834846496582,4,0.7214726481181641,0.027532475620480647,42,100000
43,100000samples-36seed,246338,2022-10-01_22-52-52,36,0,192.168.0.52,cn-0046,8cd5edd8,16,100000,0.9427633441838248,2,100,20c9abea89444ad79e43ac32171c31a8,0.016344442815034,0.7768982258484214,8,20,100,20,{'runtime': 564},1664679172,1664679172,0.5472295935378518,16,0.9427633441838248,2,1,0.7768982258484214,0,563,0.5461880377643784,0,0.003333568572998047,563.8519229888916,0.539066062123891,563.8519229888916,1,0,563.8519229888916,8,0.5350179272177424,0.016344442815034,36,100000
44,362259samples-42seed,159892,2022-10-01_23-18-18,42,12,192.168.0.39,cn-0033,782b5eb6,12,362259,0.3592714124120804,2,200,82ef462bea6c4c5e96706df2b35d6c46,0.03307681600687653,0.8660914194423608,4,20,200,20,{'runtime': 2108},1664680698,1664680698,0.6747888195776892,12,0.3592714124120804,2,1,0.8660914194423608,0,2108,0.6684186026231097,12,0.00420689582824707,2108.687567472458,0.6691963135309976,2108.687567472458,1,0,2108.687567472458,4,0.660822045472315,0.03307681600687653,42,362259
45,100000samples-36seed,246248,2022-10-01_22-50-50,36,4,192.168.0.52,cn-0046,af34d052,8,100000,0.649662662761078,6,250,4b76a75bc1c3457c873373f55bc22da5,0.0948241476814687,0.985459896658004,4,10,250,10,{'runtime': 633},1664679050,1664679050,0.5586013569292515,8,0.649662662761078,6,1,0.985459896658004,0,633,0.560771593332301,4,0.0036058425903320312,633.2942998409271,0.5560405379061348,633.2942998409271,1,0,633.2942998409271,4,0.541109157057537,0.0948241476814687,36,100000
46,362259samples-36seed,120469,2022-10-01_23-20-56,36,8,192.168.0.19,cn-0013,f63e9d8c,12,362259,0.019280538040901796,4,250,974d6b9504534926a971075846085b33,0.0430225416539582,0.953632576761565,4,10,250,10,{'runtime': 2601},1664680856,1664680856,0.6919635832125266,12,0.019280538040901796,4,1,0.953632576761565,0,2599,0.6823069317351055,8,0.0037539005279541016,2600.1098639965057,0.6819481721896871,2600.1098639965057,1,0,2600.1098639965057,4,0.6620676985076657,0.0430225416539582,36,362259
47,100000samples-42seed,137697,2022-10-01_22-43-45,42,0,192.168.0.13,cn-0007,c9eb24f0,4,100000,0.34700262645048774,2,150,53c32534e427448f8aad4b2e224f0d68,0.024031320932834867,0.7390025512052245,4,50,150,50,{'runtime': 454},1664678625,1664678625,0.6847686269640925,4,0.34700262645048774,2,1,0.7390025512052245,0,454,0.6873778753411344,0,0.004052877426147461,453.7786593437195,0.6836078405342347,453.7786593437195,1,0,453.7786593437195,4,0.6628713828589483,0.024031320932834867,42,100000
48,100000samples-13seed,4678,2022-10-01_22-43-22,13,0,192.168.0.20,cn-0014,230b1a96,4,100000,0.3547235140849483,4,300,d45f3c0a93d74e7eb9f5d73581f29032,0.035933830869872216,0.7988383557826487,4,30,300,30,{'runtime': 477},1664678602,1664678602,0.7500226256430879,4,0.3547235140849483,4,1,0.7988383557826487,0,477,0.7409507631275828,0,0.0037412643432617183,476.8124370574951,0.7424539021006692,476.8124370574951,1,0,476.8124370574951,4,0.7308829343920037,0.035933830869872216,13,100000
49,100000samples-42seed,137772,2022-10-01_22-46-19,42,4,192.168.0.13,cn-0007,5fe66e18,8,100000,0.07182093234206233,6,250,8941845e08b14c97b9b4a67fc2fb38d1,0.030942180975790694,0.9502562955058368,0,20,250,20,{'runtime': 689},1664678779,1664678779,0.691006234487173,8,0.07182093234206233,6,1,0.9502562955058368,0,689,0.6811711956526276,4,0.00387430191040039,688.7471256256104,0.6808638591192253,688.7471256256104,1,0,688.7471256256104,0,0.665678516720557,0.030942180975790694,42,100000
50,100000samples-36seed,246248,2022-10-01_22-40-13,36,0,192.168.0.52,cn-0046,965c1c98,8,100000,0.37889301980494583,4,200,4b76a75bc1c3457c873373f55bc22da5,0.037422355582055714,0.9402359425282868,4,0,200,0,{'runtime': 368},1664678413,1664678413,0.5,8,0.37889301980494583,4,1,0.9402359425282868,0,368,0.5,0,0.0036058425903320312,368.36029744148254,0.5,368.36029744148254,1,0,368.36029744148254,4,0.5,0.037422355582055714,36,100000
51,100000samples-36seed,246338,2022-10-01_22-43-24,36,12,192.168.0.52,cn-0046,1cea2194,8,100000,0.6873988748037605,2,250,20c9abea89444ad79e43ac32171c31a8,0.01188957570886787,0.9045097915859884,4,40,250,40,{'runtime': 601},1664678604,1664678604,0.5666079018587507,8,0.6873988748037605,2,1,0.9045097915859884,0,600,0.564304325697258,12,0.003333568572998047,600.9919555187225,0.5736730434917497,600.9919555187225,1,0,600.9919555187225,4,0.6096253398521483,0.01188957570886787,36,100000
52,10000samples-42seed,83500,2022-10-01_22-36-12,42,8,192.168.0.28,cn-0022,732f4aa6,4,10000,0.4165920991170631,10,150,9a8386d262f34490af840325d43dcffd,0.011438269444202887,0.8345489829420139,4,40,150,40,{'runtime': 209},1664678172,1664678172,0.668694729013866,4,0.4165920991170631,10,1,0.8345489829420139,0,209,0.6437436270507613,8,0.004000186920166016,209.84381985664368,0.6492987959760326,209.84381985664368,1,0,209.84381985664368,4,0.6282255815161475,0.011438269444202887,42,10000
53,100000samples-21seed,36353,2022-10-01_22-47-25,21,12,192.168.0.26,cn-0020,39a1dfa6,12,100000,0.9628156420424754,6,250,29aa489113b9475b9e69af0e86fde18c,0.013794727881413154,0.7554144851564574,4,30,250,30,{'runtime': 883},1664678845,1664678845,0.6340582747658263,12,0.9628156420424754,6,1,0.7554144851564574,0,882,0.6246259115387953,12,0.0035746097564697266,882.4368643760681,0.62563178136298,882.4368643760681,1,0,882.4368643760681,4,0.6232598673044596,0.013794727881413154,21,100000
54,10000samples-42seed,83696,2022-10-01_22-36-04,42,4,192.168.0.28,cn-0022,c90d38e4,4,10000,0.006509250331456995,4,300,7a12fd9167874f8e91a29f8e94efec55,0.04089551044610396,0.8992652770999918,0,40,300,40,{'runtime': 219},1664678164,1664678164,0.6612752604444105,4,0.006509250331456995,4,1,0.8992652770999918,0,219,0.6413291353684336,4,0.0038797855377197266,219.73935341835025,0.6462675602859218,219.73935341835025,1,0,219.73935341835025,0,0.6198673666639836,0.04089551044610396,42,10000
55,100000samples-21seed,36226,2022-10-01_22-44-07,21,4,192.168.0.26,cn-0020,a259b7ea,8,100000,0.7270280075713995,4,300,a30dc4c7d9c340f49fb804ee88523557,0.021697352603372595,0.9527792486141649,4,50,300,50,{'runtime': 800},1664678647,1664678647,0.568380648741488,8,0.7270280075713995,4,1,0.9527792486141649,0,799,0.5643307876476578,4,0.0035195350646972656,799.6375141143799,0.5616556474549128,799.6375141143799,1,0,799.6375141143799,4,0.5718162898041876,0.021697352603372595,21,100000
56,10000samples-36seed,103992,2022-10-01_22-33-58,36,8,192.168.0.25,cn-0019,15138720,4,10000,0.6469200104080929,6,100,be900fb4d2954f7b90f7cda7d7ca8240,0.0617824973038386,0.8499244631039387,4,30,100,30,{'runtime': 203},1664678038,1664678038,0.5614215671825105,4,0.6469200104080929,6,1,0.8499244631039387,0,205,0.5650493944347486,8,0.004147529602050781,204.7151644229889,0.5706729651940923,204.7151644229889,1,0,204.7151644229889,4,0.5334881699288025,0.0617824973038386,36,10000
57,100000samples-13seed,4755,2022-10-01_22-38-46,13,4,192.168.0.20,cn-0014,f795c276,8,100000,0.8332325052920225,2,200,11c25a11693e4cc0b47c296033f46b84,0.011482956692932249,0.7366459577832851,0,40,200,40,{'runtime': 517},1664678326,1664678326,0.7389747148517127,8,0.8332325052920225,2,1,0.7366459577832851,0,516,0.7145614357151684,4,0.003733396530151367,516.2863030433655,0.7166331979652922,516.2863030433655,1,0,516.2863030433655,0,0.7006170431075074,0.011482956692932249,13,100000
58,10000samples-36seed,103655,2022-10-01_22-33-30,36,8,192.168.0.25,cn-0019,b034c0c6,8,10000,0.31349628833005627,6,250,6af6c43be79b4b34a25bd9d48fd68316,0.012682507399516622,0.7533524798970774,0,20,250,20,{'runtime': 224},1664678010,1664678010,0.6264036845983787,8,0.31349628833005627,6,1,0.7533524798970774,0,223,0.6084304793556887,8,0.003887176513671875,223.98884177207947,0.617527858699455,223.98884177207947,1,0,223.98884177207947,0,0.5795973907180547,0.012682507399516622,36,10000
59,1000samples-42seed,247542,2022-10-01_22-32-43,42,0,192.168.0.52,cn-0046,0758917a,12,1000,0.34392135160822646,2,150,4699fdf297154782ad9b36265c94cab7,0.03345445352303904,0.8048763851959615,4,20,150,20,{'runtime': 189},1664677963,1664677963,0.7381063519922327,12,0.34392135160822646,2,1,0.8048763851959615,0,189,0.6102483639878293,0,0.003633975982666016,189.01844000816345,0.6141351537695595,189.01844000816345,1,0,189.01844000816345,4,0.6042067121798125,0.03345445352303904,42,1000
60,1000samples-42seed,247462,2022-10-01_22-32-32,42,8,192.168.0.52,cn-0046,9bbc6d74,4,1000,0.8597519972178687,8,150,33cfbb5a99334003aed967bef03c9299,0.014421214012970546,0.7324008189803746,4,30,150,30,{'runtime': 188},1664677952,1664677952,0.7357724336233615,4,0.8597519972178687,8,1,0.7324008189803746,0,188,0.6205593835186816,8,0.0035963058471679688,188.1457917690277,0.6211115164926055,188.1457917690277,1,0,188.1457917690277,4,0.617446125560893,0.014421214012970546,42,1000
61,100samples-42seed,244608,2022-10-01_22-32-11,42,8,192.168.0.43,cn-0037,f5724cbc,16,100,0.8077664418403374,2,300,de71e20efb1c4b29b0308302cf713181,0.09755039036850324,0.9572264688166036,4,20,300,20,{'runtime': 187},1664677931,1664677931,0.5913825757575758,16,0.8077664418403374,2,1,0.9572264688166036,0,187,0.5784478219902092,8,0.00372624397277832,187.21406888961792,0.573936812050914,187.21406888961792,1,0,187.21406888961792,4,0.5901118046590439,0.09755039036850324,42,100
62,100000samples-13seed,4678,2022-10-01_22-35-21,13,0,192.168.0.20,cn-0014,241389ec,4,100000,0.3247642529656004,4,100,d45f3c0a93d74e7eb9f5d73581f29032,0.07511425698583338,0.7106017843387515,8,10,100,10,{'runtime': 384},1664678121,1664678121,0.7577056810974724,4,0.3247642529656004,4,1,0.7106017843387515,0,384,0.7455141377328047,0,0.0037412643432617183,383.8140630722046,0.7470062043423971,383.8140630722046,1,0,383.8140630722046,8,0.7327045801595506,0.07511425698583338,13,100000
63,100samples-42seed,244530,2022-10-01_22-32-02,42,4,192.168.0.43,cn-0037,89798052,12,100,0.09178108754899528,8,300,636dda9d30404633842fee7fa17ffb2f,0.05414920601986874,0.9233597882865808,8,30,300,30,{'runtime': 189},1664677922,1664677922,0.5227272727272728,12,0.09178108754899528,8,1,0.9233597882865808,0,188,0.5533209261979164,4,0.003607511520385742,188.74516701698303,0.5541462042580829,188.74516701698303,1,0,188.74516701698303,8,0.5538366548086335,0.05414920601986874,42,100
64,100000samples-0seed,128128,2022-10-01_22-39-35,0,12,192.168.0.40,cn-0034,7461e4ac,8,100000,0.7691804140457711,6,250,561a29973a4f4f59b3e56a684fc9f8fe,0.03057971921631639,0.886560428464006,8,20,250,20,{'runtime': 673},1664678375,1664678375,0.706264812412519,8,0.7691804140457711,6,1,0.886560428464006,0,673,0.6925354483746121,12,0.0036728382110595703,673.3964653015137,0.6883556208795499,673.3964653015137,1,0,673.3964653015137,8,0.6759165498865138,0.03057971921631639,0,100000
65,362259samples-13seed,54248,2022-10-01_22-55-59,13,12,192.168.0.28,cn-0022,c895e744,12,362259,0.7432290893316449,4,100,2611d785cc9f45deaa8cd1917be0e2a1,0.04623202392880865,0.7025034991709774,8,30,100,30,{'runtime': 1679},1664679359,1664679359,0.6867551919232742,12,0.7432290893316449,4,1,0.7025034991709774,0,1679,0.6778818656661251,12,0.003700494766235352,1679.025165557861,0.6824787815599316,1679.025165557861,1,0,1679.025165557861,8,0.6699055244664042,0.04623202392880865,13,362259
66,10000samples-42seed,83500,2022-10-01_22-32-39,42,0,192.168.0.28,cn-0022,bef55288,12,10000,0.27810604009904416,2,200,9a8386d262f34490af840325d43dcffd,0.0224451458508828,0.941213423759904,8,40,200,40,{'runtime': 300},1664677959,1664677959,0.6701256135693496,12,0.27810604009904416,2,1,0.941213423759904,0,300,0.612517136573372,0,0.004000186920166016,299.8706486225128,0.6155674319849982,299.8706486225128,1,0,299.8706486225128,8,0.5779119471931504,0.0224451458508828,42,10000
67,362259samples-13seed,54395,2022-10-01_22-56-24,13,8,192.168.0.28,cn-0022,9c63e238,12,362259,0.3196341984618336,2,100,e2808716d7014897983a886fcf1bf4c9,0.028262244775528425,0.947884890743488,0,50,100,50,{'runtime': 1726},1664679384,1664679384,0.6640236569809156,12,0.3196341984618336,2,1,0.947884890743488,0,1726,0.6652792877838536,8,0.003723621368408203,1726.3576929569244,0.659375421571287,1726.3576929569244,1,0,1726.3576929569244,0,0.6522111201373795,0.028262244775528425,13,362259
68,1000samples-36seed,19304,2022-10-01_22-30-43,36,8,192.168.0.51,cn-0045,c22139e0,8,1000,0.467860698733756,4,200,453dff40f9ba41c5823f0a0c9e6efb28,0.015928780810068086,0.8940112665926815,4,20,200,20,{'runtime': 192},1664677843,1664677843,0.7465291083271923,8,0.467860698733756,4,1,0.8940112665926815,0,192,0.5818990963806878,8,0.00397491455078125,191.52107501029968,0.5787566969463995,191.52107501029968,1,0,191.52107501029968,4,0.5622002934519189,0.015928780810068086,36,1000
69,1000samples-36seed,19221,2022-10-01_22-30-37,36,0,192.168.0.51,cn-0045,4f93cdfc,8,1000,0.09484615787237284,6,200,d770f7957c794d2c996975bad5034b5f,0.07092117917677808,0.923107467288335,0,10,200,10,{'runtime': 190},1664677837,1664677837,0.8020338983050848,8,0.09484615787237284,6,1,0.923107467288335,0,189,0.6062202853663411,0,0.00372004508972168,190.15015697479248,0.6071884314985951,190.15015697479248,1,0,190.15015697479248,0,0.584196781209591,0.07092117917677808,36,1000
70,10000samples-42seed,83696,2022-10-01_22-32-20,42,8,192.168.0.28,cn-0022,49aa7648,12,10000,0.5106138031205076,2,150,7a12fd9167874f8e91a29f8e94efec55,0.025105022275412413,0.9437832977017456,0,20,150,20,{'runtime': 297},1664677940,1664677940,0.7016505176139639,12,0.5106138031205076,2,1,0.9437832977017456,0,298,0.6439212654482673,8,0.0038797855377197266,297.7275333404541,0.6442882907674579,297.7275333404541,1,0,297.7275333404541,0,0.6239713975394587,0.025105022275412413,42,10000
71,10000samples-36seed,103992,2022-10-01_22-30-29,36,12,192.168.0.25,cn-0019,90d778a4,8,10000,0.03426765342801796,6,100,be900fb4d2954f7b90f7cda7d7ca8240,0.02333703759655083,0.8928155503250893,8,30,100,30,{'runtime': 212},1664677829,1664677829,0.5939360353721445,8,0.03426765342801796,6,1,0.8928155503250893,0,212,0.5824195307622944,12,0.004147529602050781,211.3124451637268,0.5809328949987893,211.3124451637268,1,0,211.3124451637268,8,0.547536493592387,0.02333703759655083,36,10000
72,100000samples-21seed,36353,2022-10-01_22-32-39,21,0,192.168.0.26,cn-0020,daf84b08,12,100000,0.7167423996476212,8,200,29aa489113b9475b9e69af0e86fde18c,0.02730370735177237,0.9918271834881256,4,0,200,0,{'runtime': 365},1664677959,1664677959,0.5,12,0.7167423996476212,8,1,0.9918271834881256,0,365,0.5,0,0.0035746097564697266,365.03569173812866,0.5,365.03569173812866,1,0,365.03569173812866,4,0.5,0.02730370735177237,21,100000
73,1000samples-42seed,247542,2022-10-01_22-29-30,42,4,192.168.0.52,cn-0046,94f7cb32,8,1000,0.8674173260776937,0,100,4699fdf297154782ad9b36265c94cab7,0.053875231802650934,0.9544063860499814,4,30,100,30,{'runtime': 187},1664677770,1664677770,0.613265058441316,8,0.8674173260776937,0,1,0.9544063860499814,0,187,0.6043190224403463,4,0.003633975982666016,187.0818259716034,0.6038355686366352,187.0818259716034,1,0,187.0818259716034,4,0.5973511165692366,0.053875231802650934,42,1000
74,1000samples-42seed,247462,2022-10-01_22-29-20,42,8,192.168.0.52,cn-0046,2717978c,8,1000,0.7237275200842537,8,100,33cfbb5a99334003aed967bef03c9299,0.09870036965103147,0.8255744116300082,4,30,100,30,{'runtime': 187},1664677760,1664677760,0.7284485977818439,8,0.7237275200842537,8,1,0.8255744116300082,0,188,0.6184921786859254,8,0.0035963058471679688,188.00340151786804,0.6225775971533543,188.00340151786804,1,0,188.00340151786804,4,0.6119581601428602,0.09870036965103147,42,1000
75,10000samples-36seed,103655,2022-10-01_22-29-36,36,8,192.168.0.25,cn-0019,2d429ecc,4,10000,0.4924563818424037,8,150,6af6c43be79b4b34a25bd9d48fd68316,0.010285531162729376,0.8657845977286194,8,10,150,10,{'runtime': 211},1664677776,1664677776,0.5848134119380988,4,0.4924563818424037,8,1,0.8657845977286194,0,211,0.5707787368697783,8,0.003887176513671875,211.59983229637143,0.5782044692573027,211.59983229637143,1,0,211.59983229637143,8,0.5497388061872304,0.010285531162729376,36,10000
76,100samples-42seed,244608,2022-10-01_22-29-00,42,8,192.168.0.43,cn-0037,82947e7c,8,100,0.7529265829538773,10,250,de71e20efb1c4b29b0308302cf713181,0.010002425086818523,0.71180977697374,8,20,250,20,{'runtime': 187},1664677740,1664677740,0.4924242424242424,8,0.7529265829538773,10,1,0.71180977697374,0,187,0.5583466777819508,8,0.00372624397277832,188.0240273475647,0.5586382356193849,188.0240273475647,1,0,188.0240273475647,8,0.559583230058565,0.010002425086818523,42,100
77,100samples-42seed,244530,2022-10-01_22-28-50,42,4,192.168.0.43,cn-0037,15b4bc22,8,100,0.07758148159178524,8,300,636dda9d30404633842fee7fa17ffb2f,0.04529001856477439,0.7437999160943124,0,10,300,10,{'runtime': 189},1664677730,1664677730,0.5397727272727273,8,0.07758148159178524,8,1,0.7437999160943124,0,189,0.5590727938021218,4,0.003607511520385742,189.37904000282288,0.5568725374916033,189.37904000282288,1,0,189.37904000282288,0,0.5620889868444272,0.04529001856477439,42,100
78,100000samples-0seed,128041,2022-10-01_22-42-24,0,12,192.168.0.40,cn-0034,c00bf790,16,100000,0.9595376015902906,6,200,72aa6cb0ff654a19a0f8d84cd28c950d,0.017630986333488943,0.952114591707604,0,20,200,20,{'runtime': 1027},1664678544,1664678544,0.7118371037009813,16,0.9595376015902906,6,1,0.952114591707604,0,1027,0.6843960013900582,12,0.003833293914794922,1026.8049626350405,0.6789825128341853,1026.8049626350405,1,0,1026.8049626350405,0,0.6672672171679856,0.017630986333488943,0,100000
79,1000samples-36seed,19304,2022-10-01_22-27-24,36,8,192.168.0.51,cn-0045,4ce40068,12,1000,0.03923081146167784,2,100,453dff40f9ba41c5823f0a0c9e6efb28,0.06854048276758203,0.9227603051431006,4,20,100,20,{'runtime': 192},1664677644,1664677647,0.747482191107836,12,0.03923081146167784,2,1,0.9227603051431006,0,192,0.581875113894041,8,0.00397491455078125,188.6624984741211,0.5754474979212033,188.6624984741211,1,0,188.6624984741211,4,0.5671857224934784,0.06854048276758203,36,1000
80,1000samples-36seed,19221,2022-10-01_22-27-23,36,4,192.168.0.51,cn-0045,dbf249d2,12,1000,0.7734316626122123,2,150,d770f7957c794d2c996975bad5034b5f,0.04906197059710825,0.9326085372255538,0,10,150,10,{'runtime': 193},1664677643,1664677643,0.7572193564234831,12,0.7734316626122123,2,1,0.9326085372255538,0,192,0.5813914135269533,4,0.00372004508972168,192.3446979522705,0.5847800067074858,192.3446979522705,1,0,192.3446979522705,0,0.5751401729784276,0.04906197059710825,36,1000
81,10000samples-42seed,83500,2022-10-01_22-27-35,42,0,192.168.0.28,cn-0022,41f33502,4,10000,0.24456353278505585,6,150,9a8386d262f34490af840325d43dcffd,0.015715138203920384,0.8541095324755785,0,10,150,10,{'runtime': 209},1664677655,1664677655,0.7329816765527277,4,0.24456353278505585,6,1,0.8541095324755785,0,210,0.6877813397551648,0,0.004000186920166016,209.9839527606964,0.688332779799319,209.9839527606964,1,0,209.9839527606964,0,0.6672557846841081,0.015715138203920384,42,10000
82,10000samples-42seed,83696,2022-10-01_22-27-19,42,4,192.168.0.28,cn-0022,b978e2ee,8,10000,0.17286992775640364,10,300,7a12fd9167874f8e91a29f8e94efec55,0.024412653072015147,0.8931976729556481,8,0,300,0,{'runtime': 206},1664677639,1664677639,0.5,8,0.17286992775640364,10,1,0.8931976729556481,0,206,0.5,4,0.0038797855377197266,206.47827434539795,0.5,206.47827434539795,1,0,206.47827434539795,8,0.5,0.024412653072015147,42,10000
83,10000samples-36seed,103992,2022-10-01_22-26-54,36,12,192.168.0.25,cn-0019,0c0da4cc,8,10000,0.1449775184916312,8,150,be900fb4d2954f7b90f7cda7d7ca8240,0.015382483859610873,0.950613558131026,0,10,150,10,{'runtime': 216},1664677614,1664677614,0.577290395480226,8,0.1449775184916312,8,1,0.950613558131026,0,216,0.5493397499223991,12,0.004147529602050781,216.79132533073425,0.557913567878953,216.79132533073425,1,0,216.79132533073425,0,0.5461609160271893,0.015382483859610873,36,10000
84,1000samples-42seed,247542,2022-10-01_22-26-19,42,4,192.168.0.52,cn-0046,22bbda5e,8,1000,0.04415874985255219,6,250,4699fdf297154782ad9b36265c94cab7,0.04283346419004845,0.7056150134545396,0,30,250,30,{'runtime': 192},1664677579,1664677579,0.6823210351394751,8,0.04415874985255219,6,1,0.7056150134545396,0,192,0.6221041653386988,4,0.003633975982666016,192.091290473938,0.6204791570039527,192.091290473938,1,0,192.091290473938,0,0.6177350131643481,0.04283346419004845,42,1000
85,100000samples-13seed,4755,2022-10-01_22-30-07,13,4,192.168.0.20,cn-0014,1b08b3d6,4,100000,0.17683735218683483,2,150,11c25a11693e4cc0b47c296033f46b84,0.03874856104870611,0.9602638545834924,0,40,150,40,{'runtime': 424},1664677807,1664677807,0.7453802473112029,4,0.17683735218683483,2,1,0.9602638545834924,0,425,0.7377414717490633,4,0.003733396530151367,424.74856519699097,0.7351861103189027,424.74856519699097,1,0,424.74856519699097,0,0.7264631225871767,0.03874856104870611,13,100000
86,1000samples-42seed,247462,2022-10-01_22-26-07,42,8,192.168.0.52,cn-0046,b606d7ec,8,1000,0.6823145210118379,6,100,33cfbb5a99334003aed967bef03c9299,0.08441138512230402,0.9672655970236376,4,40,100,40,{'runtime': 187},1664677567,1664677567,0.7281545240673662,8,0.6823145210118379,6,1,0.9672655970236376,0,187,0.603410101629829,8,0.0035963058471679688,187.48246026039124,0.6068838488017798,187.48246026039124,1,0,187.48246026039124,4,0.5911638917012378,0.08441138512230402,42,1000
87,100000samples-36seed,246248,2022-10-01_22-34-01,36,12,192.168.0.52,cn-0046,041b440e,8,100000,0.07628864263855284,6,300,4b76a75bc1c3457c873373f55bc22da5,0.08508739317103012,0.7235102245896825,0,40,300,40,{'runtime': 671},1664678041,1664678041,0.6317448699910182,8,0.07628864263855284,6,1,0.7235102245896825,0,671,0.6307248332265873,12,0.0036058425903320312,671.2837028503418,0.6302390669374983,671.2837028503418,1,0,671.2837028503418,0,0.6190173969809801,0.08508739317103012,36,100000
88,100000samples-13seed,4678,2022-10-01_22-28-52,13,12,192.168.0.20,cn-0014,501f23a4,4,100000,0.7752349907689984,2,150,d45f3c0a93d74e7eb9f5d73581f29032,0.014918252472259612,0.9039605814396404,8,0,150,0,{'runtime': 365},1664677732,1664677732,0.5,4,0.7752349907689984,2,1,0.9039605814396404,0,365,0.5,12,0.0037412643432617183,365.1308784484863,0.5,365.1308784484863,1,0,365.1308784484863,8,0.5,0.014918252472259612,13,100000
89,100samples-42seed,244608,2022-10-01_22-25-47,42,0,192.168.0.43,cn-0037,10e93484,8,100,0.5131208398077735,10,300,de71e20efb1c4b29b0308302cf713181,0.06498103878454722,0.8998966975679445,0,50,300,50,{'runtime': 189},1664677547,1664677547,0.5587121212121212,8,0.5131208398077735,10,1,0.8998966975679445,0,189,0.544954051665659,0,0.00372624397277832,189.3017861843109,0.5394683429432486,189.3017861843109,1,0,189.3017861843109,0,0.5593132797302863,0.06498103878454722,42,100
90,100samples-42seed,244530,2022-10-01_22-25-37,42,4,192.168.0.43,cn-0037,a40e8206,12,100,0.864672089636327,2,250,636dda9d30404633842fee7fa17ffb2f,0.02437182589222864,0.7742127626818276,8,20,250,20,{'runtime': 187},1664677537,1664677537,0.6410984848484849,12,0.864672089636327,2,1,0.7742127626818276,0,187,0.5557696749610751,4,0.003607511520385742,186.85559964179993,0.555760016492851,186.85559964179993,1,0,186.85559964179993,8,0.5664934297947324,0.02437182589222864,42,100
91,10000samples-36seed,103655,2022-10-01_22-26-02,36,4,192.168.0.25,cn-0019,8742ae18,8,10000,0.020625323347133517,10,200,6af6c43be79b4b34a25bd9d48fd68316,0.06402793261622779,0.8418884483899334,0,30,200,30,{'runtime': 219},1664677562,1664677562,0.5588888725128961,8,0.020625323347133517,10,1,0.8418884483899334,0,220,0.5539074129878875,4,0.003887176513671875,219.8503875732422,0.5513952239411235,219.8503875732422,1,0,219.8503875732422,0,0.5131222334586589,0.06402793261622779,36,10000
92,100000samples-36seed,246338,2022-10-01_22-33-20,36,8,192.168.0.52,cn-0046,f63ca2f2,8,100000,0.7921231224688533,8,250,20c9abea89444ad79e43ac32171c31a8,0.016484599256104245,0.8349228116768844,8,30,250,30,{'runtime': 671},1664678000,1664678000,0.5493477992330023,8,0.7921231224688533,8,1,0.8349228116768844,0,671,0.5444215994750459,8,0.003333568572998047,671.0676176548004,0.5468167167463341,671.0676176548004,1,0,671.0676176548004,8,0.555109976988963,0.016484599256104245,36,100000
93,1000samples-36seed,19304,2022-10-01_22-24-07,36,12,192.168.0.51,cn-0045,d8c45bce,8,1000,0.98144051867544,8,50,453dff40f9ba41c5823f0a0c9e6efb28,0.024331986196468768,0.9477371632060247,4,10,50,10,{'runtime': 189},1664677447,1664677451,0.6189633996561041,8,0.98144051867544,8,1,0.9477371632060247,0,190,0.5557742341383024,12,0.00397491455078125,186.2665250301361,0.5613632156295385,186.2665250301361,1,0,186.2665250301361,4,0.5347551067883205,0.024331986196468768,36,1000
